Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 16 2 1
1 2 11 2 1
2 4 26 4 2
3 240 357 2 13
4 1 28 1 1
5 2 25 2 1
6 2 4 2 0
7 219 70 3 6
8 4 2 4 0
9 230 287 1 15
10 234 61 2 0
11 4 6 4 0
12 2 2 2 1
13 3 7 3 0
14 4 8 4 0
15 0 0 0 0
16 235 221 2 7
17 1 3 1 1
18 0 3 0 0
19 1 3 1 0
20 3 6 3 1
21 1 12 1 0
22 135 124 1 2
23 3 18 3 0
24 4 27 4 0
25 208 122 4 6
26 1 17 1 1
27 2 5 2 0
28 3 8 3 0
29 4 7 4 1
30 2 31 2 0
31 232 223 7 5
32 3 12 3 0
33 1 1 1 0
34 187 26 4 4
35 0 18 0 0
36 1 8 1 0
37 2 8 2 0
38 6 10 6 1
39 2 13 2 0
40 1 8 1 1
41 238 251 2 2
42 2 30 2 2
43 3 39 3 1
44 241 215 5 4
45 3 24 3 0
46 1 6 1 0
47 2 0 2 0
48 0 14 0 1
49 241 265 2 9
50 1 15 1 0
51 3 25 3 0
52 1 30 1 0
53 0 33 0 0
54 3 8 3 0
55 5 8 5 1
56 3 2 3 1
57 1 0 1 0
58 190 115 2 7
59 224 241 0 7
60 2 20 2 1
61 1 6 1 0
62 1 0 1 0
63 241 309 1 9
64 215 101 1 3
65 1 4 1 1
66 238 103 3 2
67 185 269 1 2
68 188 37 1 0
69 226 224 8 5
70 1 9 1 1
71 4 2 4 0
72 202 267 3 10
73 1 8 1 0
74 2 18 2 0
75 222 261 1 8
76 235 185 0 8
77 210 231 3 8
78 191 220 1 9
79 1 22 1 0
80 1 2 1 0
81 3 0 3 0
82 201 153 3 6
83 0 55 0 0
84 239 259 2 9
85 232 258 1 10
86 2 5 2 0
87 1 5 1 0
88 2 0 2 0
89 2 24 2 0
90 203 166 2 7
91 4 16 4 0
92 5 4 5 0
93 2 12 2 0
94 1 4 1 0
95 0 0 0 0
96 3 5 3 0
97 61 53 0 2
