Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 9 2 1
1 220 57 2 2
2 4 19 4 2
3 2 4 2 0
4 1 21 1 1
5 3 27 3 0
6 217 34 2 1
7 3 6 3 0
8 229 33 4 1
9 1 12 1 0
10 235 12 2 1
11 205 67 4 0
12 2 3 2 1
13 3 5 3 0
14 178 238 4 7
15 243 602 0 22
16 232 216 2 5
17 2 4 2 1
18 0 3 0 0
19 1 3 1 0
20 2 2 2 1
21 1 5 1 0
22 133 63 1 1
23 3 17 3 0
24 235 309 4 8
25 4 9 4 1
26 1 23 1 2
27 2 4 2 0
28 3 8 3 0
29 4 4 4 1
30 2 22 2 0
31 7 6 7 0
32 239 118 3 2
33 1 1 1 0
34 4 8 4 0
35 0 23 0 0
36 1 10 1 0
37 235 324 2 7
38 6 8 6 1
39 2 5 2 0
40 1 5 1 1
41 2 14 2 0
42 240 361 2 16
43 233 327 3 11
44 240 117 4 0
45 3 8 3 0
46 1 4 1 0
47 2 0 2 0
48 235 335 0 11
49 2 0 2 0
50 1 12 1 0
51 3 20 3 0
52 231 282 2 9
53 0 27 0 0
54 234 183 3 7
55 6 4 6 1
56 3 2 3 1
57 1 0 1 0
58 206 65 2 5
59 0 16 0 0
60 2 19 2 0
61 1 7 1 0
62 3 0 3 0
63 1 1 1 0
64 229 88 1 6
65 1 2 1 0
66 228 125 3 5
67 184 88 1 4
68 1 1 1 0
69 8 6 8 0
70 1 10 1 1
71 5 1 5 0
72 3 13 3 0
73 2 4 2 0
74 2 11 2 0
75 1 15 1 2
76 0 0 0 0
77 3 5 3 0
78 183 228 1 10
79 1 19 1 0
80 1 3 1 0
81 241 378 3 6
82 4 7 4 0
83 198 381 0 21
84 240 275 2 13
85 1 5 1 1
86 139 76 2 2
87 170 170 1 6
88 2 0 2 0
89 2 14 2 0
90 2 2 2 0
91 4 14 4 0
92 5 3 5 0
93 2 13 2 0
94 133 215 1 5
95 0 0 0 0
96 3 7 3 0
97 67 53 0 1
