Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 367 247 4 6
1 373 249 8 7
2 546 801 13 11
3 7 15 7 0
4 499 129 10 5
5 497 2055 13 49
6 510 276 7 11
7 518 74 9 3
8 373 88 4 2
9 372 160 8 3
10 503 158 8 9
11 512 437 12 12
12 553 869 14 9
13 554 2341 15 50
14 497 334 15 9
15 493 2040 8 33
16 543 111 8 2
17 9 167 9 4
18 555 351 5 7
19 10 24 10 0
20 559 333 8 8
21 552 297 13 9
22 555 396 12 5
23 273 30 6 1
24 552 285 14 4
25 274 270 5 2
26 547 189 11 2
27 550 183 12 2
28 500 473 11 14
29 552 139 9 3
30 492 45 5 0
31 549 270 15 4
32 545 487 8 31
33 553 3062 8 80
34 35 22 1 0
35 549 328 9 7
36 240 14 11 1
37 492 43 11 0
38 0 7 0 0
39 8 6 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 363 5 10 0
45 0 0 0 0
46 0 0 0 0
47 254 5 6 0
48 6 0 0 0
49 7 0 7 0
50 14 0 10 0
51 521 13 9 0
