Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 16 2 1
1 2 9 2 1
2 238 423 4 9
3 3 12 3 0
4 238 248 1 6
5 3 17 3 1
6 230 98 2 1
7 3 4 3 0
8 241 70 4 5
9 1 12 1 0
10 2 7 2 0
11 4 9 4 0
12 4 4 4 1
13 177 112 3 1
14 4 10 4 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 7 0 0
19 55 9 2 0
20 239 12 3 1
21 239 165 1 7
22 1 0 1 0
23 238 241 3 6
24 4 8 4 0
25 4 11 4 1
26 1 14 1 1
27 2 4 2 0
28 241 54 3 6
29 4 4 4 1
30 2 24 2 1
31 7 8 7 0
32 3 8 3 0
33 142 75 1 6
34 4 5 4 0
35 0 16 0 0
36 1 9 1 0
37 239 363 2 16
38 6 8 6 1
39 2 8 2 0
40 1 4 1 1
41 2 10 2 0
42 240 338 2 14
43 235 296 3 11
44 4 1 4 0
45 236 380 3 11
46 235 182 1 2
47 243 541 2 11
48 239 411 0 25
49 243 140 2 6
50 1 12 1 0
51 3 22 3 0
52 2 25 2 0
53 236 204 0 5
54 3 7 3 0
55 6 3 6 0
56 3 3 3 1
57 1 0 1 0
58 205 124 2 2
59 0 15 0 0
60 2 22 2 1
61 178 70 1 3
62 3 0 3 0
63 243 198 1 6
64 1 3 1 0
65 1 2 1 1
66 242 190 3 2
67 1 4 1 0
68 1 4 1 0
69 8 6 8 0
70 188 98 1 7
71 5 4 5 0
72 3 16 3 1
73 2 4 2 0
74 190 154 2 6
75 1 8 1 1
76 0 0 0 0
77 3 10 3 0
78 1 0 1 0
79 1 17 1 0
80 1 1 1 0
81 241 319 3 13
82 4 7 4 0
83 0 42 0 0
84 2 2 2 0
85 1 3 1 1
86 2 3 2 0
87 1 2 1 0
88 2 0 2 0
89 2 12 2 0
90 2 1 2 0
91 4 13 4 0
92 240 270 5 6
93 116 107 2 4
94 1 6 1 1
95 0 0 0 0
96 3 12 3 1
97 61 49 0 2
