Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 233 141 2 15
1 219 79 2 3
2 4 15 4 2
3 3 5 3 0
4 1 15 1 2
5 3 22 3 1
6 2 2 2 0
7 236 170 3 4
8 4 4 4 0
9 1 8 1 0
10 1 6 1 1
11 4 3 4 0
12 2 4 2 1
13 3 7 3 0
14 4 7 4 0
15 238 469 0 28
16 212 327 2 12
17 2 4 2 1
18 0 3 0 0
19 1 5 1 2
20 2 4 2 1
21 1 6 1 0
22 127 71 1 7
23 3 10 3 0
24 235 395 4 11
25 4 11 4 1
26 1 12 1 1
27 180 42 2 1
28 3 9 3 0
29 4 4 4 1
30 2 9 2 0
31 7 10 7 0
32 3 8 3 0
33 1 1 1 0
34 4 4 4 0
35 0 10 0 1
36 1 11 1 1
37 2 5 2 0
38 6 8 6 0
39 2 3 2 0
40 1 9 1 1
41 2 11 2 0
42 2 14 2 1
43 233 306 3 15
44 4 1 4 0
45 234 222 3 9
46 236 160 1 7
47 2 0 2 0
48 0 6 0 1
49 2 0 2 0
50 1 8 1 1
51 3 16 3 0
52 1 14 1 0
53 0 9 0 0
54 3 3 3 0
55 6 5 6 1
56 226 118 3 7
57 1 0 1 0
58 2 1 2 0
59 0 16 0 0
60 2 11 2 0
61 1 4 1 0
62 1 0 1 0
63 1 0 1 0
64 1 2 1 0
65 189 144 1 5
66 3 2 3 0
67 1 5 1 0
68 1 1 1 0
69 8 3 8 0
70 184 148 1 7
71 231 190 5 11
72 3 11 3 0
73 2 3 2 1
74 2 5 2 0
75 1 15 1 1
76 233 141 0 12
77 3 6 3 1
78 1 0 1 0
79 1 10 1 0
80 1 1 1 0
81 239 186 3 9
82 3 9 3 0
83 0 27 0 0
84 2 2 2 0
85 1 4 1 1
86 2 5 2 0
87 172 276 1 14
88 2 0 2 0
89 2 14 2 0
90 236 250 2 7
91 124 41 4 0
92 5 3 5 0
93 2 6 2 0
94 1 2 1 1
95 0 0 0 0
96 3 6 3 0
97 0 3 0 0
