Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 385 2 2
1 242 164 2 1
2 241 373 4 3
3 245 409 3 5
4 241 365 1 3
5 238 374 3 4
6 236 39 2 1
7 243 83 3 1
8 244 75 4 3
9 241 327 1 1
10 242 45 2 0
11 239 286 4 5
12 242 872 4 9
13 181 190 3 2
14 184 267 4 3
15 0 0 0 0
16 245 337 2 7
17 211 85 2 2
18 211 28 0 0
19 212 182 2 0
20 243 27 3 0
21 1 3 1 0
22 136 86 1 1
23 241 213 3 7
24 242 257 4 4
25 243 142 4 5
26 187 529 1 8
27 2 4 2 0
28 244 56 3 0
29 245 111 4 1
30 242 105 2 0
31 242 71 7 0
32 3 10 3 0
33 146 84 1 1
34 244 111 4 1
35 242 146 0 3
36 143 100 1 2
37 245 386 2 5
38 231 159 7 2
39 245 159 2 1
40 246 193 1 1
41 2 7 2 0
42 244 304 2 5
43 239 309 3 2
44 246 134 5 1
45 240 331 3 3
46 243 105 1 3
47 2 0 2 0
48 0 5 0 1
49 247 96 2 1
50 243 190 1 5
51 239 404 3 6
52 2 16 2 0
53 239 148 0 1
54 240 185 3 1
55 245 179 6 3
56 237 69 3 2
57 243 316 2 3
58 2 4 2 0
59 243 127 0 3
60 238 1276 2 12
61 184 114 1 2
62 245 155 3 2
63 246 244 2 6
64 242 72 1 1
65 205 111 1 1
66 3 3 3 0
67 190 254 1 2
68 191 62 1 0
69 243 95 8 2
70 1 5 1 1
71 239 141 5 2
72 231 277 3 4
73 245 184 2 3
74 193 105 2 1
75 1 10 1 1
76 245 125 0 3
77 244 189 3 0
78 1 0 1 0
79 242 228 1 2
80 246 142 1 2
81 3 0 3 0
82 4 6 4 0
83 228 972 0 14
84 245 867 2 16
85 1 2 1 0
86 143 170 2 1
87 1 3 1 0
88 247 204 2 3
89 237 239 2 2
90 242 194 2 2
91 130 76 4 0
92 5 3 5 0
93 123 53 2 0
94 1 2 1 0
95 119 121 0 1
96 245 187 3 2
97 69 50 0 1
