Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 361 200 4 5
1 8 14 8 0
2 534 950 12 17
3 367 378 7 8
4 484 138 10 4
5 487 1449 12 36
6 500 467 7 13
7 508 76 9 3
8 367 69 4 1
9 360 128 7 3
10 494 153 8 5
11 502 311 10 13
12 541 495 13 11
13 542 1593 15 36
14 15 21 15 0
15 8 76 8 2
16 531 147 8 1
17 533 2198 8 56
18 543 359 5 5
19 541 439 10 12
20 547 320 8 7
21 540 321 13 10
22 12 17 12 0
23 249 27 3 5
24 540 302 12 8
25 252 260 4 3
26 535 502 11 9
27 538 343 12 2
28 490 443 11 15
29 540 191 8 4
30 5 30 5 0
31 537 373 15 5
32 533 623 8 27
33 541 2684 8 61
34 52 15 2 0
35 537 363 9 8
36 241 14 11 1
37 482 37 11 0
38 7 0 4 0
39 14 0 8 0
40 2 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 366 5 10 0
45 0 0 0 0
46 0 0 0 0
47 244 5 6 0
48 2 0 0 0
49 7 0 7 0
50 14 0 10 0
51 495 12 8 0
