Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 13 2 2
1 217 121 4 15
2 9 30 9 1
3 7 13 7 1
4 8 34 8 2
5 9 34 9 5
6 4 27 4 0
7 3 16 3 2
8 273 29 4 8
9 6 10 6 2
10 6 16 6 1
11 7 18 7 0
12 11 22 11 3
13 303 235 5 55
14 10 28 10 1
15 257 125 6 64
16 4 36 4 3
17 3 43 3 6
18 2 25 2 1
19 6 25 6 1
20 5 13 5 2
21 12 25 12 2
22 8 29 8 0
23 1 1 1 1
24 9 14 9 2
25 1 16 1 2
26 6 17 6 3
27 7 20 7 2
28 11 44 11 6
29 5 20 5 5
30 0 0 0 0
31 11 27 11 1
32 6 53 6 5
33 5 30 5 4
34 0 3 0 1
35 7 26 7 4
36 0 2 0 2
37 1 2 1 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 6 5 6 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 1 0 0
