Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 3 1 3
1 1 1 1 1
2 2 3 2 3
3 2 1 2 1
4 1 4 1 4
5 0 3 0 3
6 0 0 0 0
7 1 1 1 1
8 2 0 2 0
9 1 0 1 0
10 0 0 0 0
11 1 0 1 0
12 2 1 2 1
13 1 1 1 1
14 2 1 2 1
15 0 0 0 0
16 2 0 2 0
17 0 1 0 1
18 0 0 0 0
19 1 0 1 0
20 0 1 0 1
21 1 2 1 2
22 0 0 0 0
23 3 2 3 2
24 3 2 3 2
25 4 1 4 1
26 0 4 0 4
27 1 1 1 1
28 2 2 2 2
29 3 1 3 1
30 2 3 2 3
31 4 0 4 0
32 2 2 2 2
33 0 0 0 0
34 1 2 1 2
35 0 4 0 4
36 0 2 0 2
37 2 1 2 1
38 3 2 3 2
39 2 2 2 2
40 1 1 1 1
41 1 1 1 1
42 2 2 2 2
43 3 3 3 3
44 4 1 4 1
45 3 4 3 4
46 0 2 0 2
47 2 0 2 0
48 0 2 0 2
49 1 0 1 0
50 1 3 1 3
51 3 1 3 1
52 1 3 1 3
53 0 3 0 3
54 1 2 1 2
55 3 1 3 1
56 2 1 2 1
57 1 0 1 0
58 2 1 2 1
59 0 3 0 3
60 2 2 2 2
61 1 1 1 1
62 0 0 0 0
63 0 0 0 0
64 1 0 1 0
65 0 1 0 1
66 2 1 2 1
67 0 2 0 2
68 1 0 1 0
69 7 1 7 1
70 1 2 1 2
71 2 1 2 1
72 2 3 2 3
73 1 1 1 1
74 2 1 2 1
75 0 3 0 3
76 0 0 0 0
77 3 2 3 2
78 0 0 0 0
79 1 3 1 3
80 1 0 1 0
81 2 0 2 0
82 0 0 0 0
83 0 4 0 4
84 1 1 1 1
85 0 1 0 1
86 2 2 2 2
87 1 1 1 1
88 2 0 2 0
89 2 5 2 5
90 1 0 1 0
91 2 1 2 1
92 4 0 4 0
93 1 2 1 2
94 1 1 1 1
95 0 0 0 0
96 2 1 2 1
97 0 1 0 1
