Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 9 1 1
1 2 9 2 0
2 4 21 4 2
3 2 3 2 0
4 1 20 1 1
5 2 24 2 1
6 2 2 2 0
7 3 9 3 1
8 4 1 4 0
9 1 7 1 0
10 231 29 1 2
11 207 48 4 0
12 2 2 2 1
13 3 4 3 0
14 174 295 4 13
15 0 0 0 0
16 2 0 2 0
17 106 7 1 2
18 0 3 0 0
19 1 3 1 0
20 2 4 2 1
21 1 3 1 0
22 1 0 1 0
23 3 15 3 0
24 4 11 4 0
25 4 9 4 1
26 175 209 1 11
27 2 8 2 0
28 3 6 3 1
29 4 4 4 1
30 2 12 2 0
31 7 11 7 0
32 3 10 3 0
33 1 1 1 0
34 234 94 4 4
35 0 20 0 0
36 1 10 1 1
37 235 358 2 13
38 6 9 6 1
39 235 249 2 5
40 1 6 1 1
41 2 14 2 0
42 2 16 2 1
43 3 17 3 1
44 4 2 4 0
45 3 8 3 1
46 0 4 0 1
47 2 0 2 0
48 0 8 0 1
49 1 0 1 0
50 1 6 1 0
51 222 339 3 24
52 2 23 2 0
53 0 16 0 1
54 3 3 3 1
55 6 7 6 1
56 3 2 3 1
57 2 0 2 0
58 2 6 2 0
59 0 16 0 0
60 220 519 2 19
61 166 159 1 8
62 3 0 3 0
63 235 231 1 17
64 1 3 1 0
65 1 4 1 0
66 216 105 3 4
67 1 2 1 0
68 1 2 1 0
69 8 3 8 0
70 1 11 1 1
71 216 122 5 13
72 3 11 3 0
73 2 3 2 0
74 2 9 2 0
75 1 9 1 2
76 0 0 0 0
77 3 3 3 1
78 1 0 1 0
79 1 14 1 0
80 206 128 1 8
81 3 0 3 0
82 2 7 2 0
83 0 33 0 0
84 232 322 2 19
85 1 2 1 0
86 139 99 2 3
87 1 1 1 0
88 2 0 2 0
89 224 155 2 9
90 2 1 2 0
91 4 6 4 0
92 5 2 5 0
93 2 7 2 0
94 1 5 1 1
95 0 0 0 0
96 222 38 3 4
97 65 75 0 1
