Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 351 2 9
1 2 7 2 0
2 239 333 4 4
3 3 6 3 0
4 241 304 1 2
5 235 230 3 3
6 2 3 2 0
7 3 2 3 0
8 241 100 4 4
9 238 399 1 4
10 240 51 2 0
11 4 12 4 0
12 240 541 3 6
13 3 7 3 0
14 184 241 4 4
15 0 0 0 0
16 242 332 2 6
17 201 102 2 2
18 0 4 0 0
19 201 139 1 1
20 3 1 3 0
21 1 3 1 0
22 136 102 1 0
23 3 5 3 0
24 239 256 4 3
25 239 92 4 3
26 187 322 1 9
27 2 5 2 0
28 244 42 3 0
29 4 11 4 1
30 242 133 2 1
31 239 84 7 2
32 243 134 3 2
33 1 1 1 0
34 240 220 4 4
35 0 11 0 0
36 1 5 1 0
37 2 9 2 0
38 6 7 6 0
39 241 237 2 4
40 1 5 1 1
41 243 273 2 0
42 244 317 2 7
43 3 22 3 0
44 246 146 5 1
45 237 257 3 6
46 240 147 1 3
47 247 341 2 8
48 241 369 0 8
49 2 0 2 0
50 243 296 1 7
51 3 28 3 0
52 237 133 2 4
53 0 13 0 0
54 3 7 3 0
55 6 4 6 0
56 3 2 3 1
57 242 369 2 6
58 222 84 2 0
59 0 8 0 0
60 2 19 2 0
61 184 94 1 3
62 243 131 3 1
63 246 178 1 3
64 240 90 1 5
65 196 105 1 1
66 3 3 3 0
67 190 338 1 1
68 191 44 1 0
69 8 3 8 0
70 1 5 1 1
71 5 5 5 0
72 223 215 3 5
73 245 156 2 4
74 196 85 2 1
75 238 232 1 3
76 0 0 0 0
77 245 199 3 1
78 227 149 1 6
79 242 342 1 3
80 241 175 1 2
81 245 110 3 1
82 237 161 4 4
83 189 985 0 13
84 244 586 2 11
85 245 170 1 2
86 143 79 2 3
87 179 176 1 4
88 2 0 2 0
89 236 240 2 7
90 2 1 2 0
91 4 12 4 0
92 241 196 5 3
93 2 4 2 0
94 138 297 1 3
95 0 0 0 0
96 245 165 3 2
97 0 1 0 0
