Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 17 2 2
1 195 41 5 22
2 9 30 9 3
3 7 13 7 1
4 10 28 10 6
5 11 36 11 5
6 3 23 3 5
7 2 17 2 3
8 4 14 4 2
9 6 13 6 3
10 5 16 5 3
11 5 22 5 5
12 272 81 12 35
13 8 19 8 3
14 10 25 10 2
15 6 23 6 6
16 5 47 5 7
17 4 46 4 7
18 4 34 4 2
19 8 37 8 4
20 7 19 7 4
21 11 32 11 3
22 8 23 8 3
23 14 2 1 1
24 332 44 12 40
25 1 21 1 2
26 8 24 8 5
27 7 27 7 7
28 11 37 11 10
29 7 29 7 4
30 0 19 0 0
31 11 41 11 5
32 6 35 6 8
33 5 33 5 4
34 0 2 0 0
35 7 37 7 4
36 0 1 0 1
37 1 3 1 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 1 0 0
