Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 239 302 2 10
1 2 8 2 0
2 237 471 4 7
3 2 4 2 0
4 237 278 1 4
5 234 203 3 3
6 231 135 2 2
7 3 2 3 0
8 4 1 4 0
9 1 8 1 0
10 238 127 2 2
11 237 115 4 3
12 3 4 3 1
13 177 267 3 2
14 4 8 4 0
15 241 623 0 24
16 2 0 2 0
17 2 5 2 1
18 0 3 0 0
19 1 3 1 0
20 239 29 3 2
21 1 12 1 0
22 1 0 1 0
23 3 10 3 0
24 4 10 4 0
25 4 15 4 1
26 183 359 1 13
27 183 82 2 2
28 3 5 3 0
29 4 6 4 1
30 238 107 2 1
31 238 74 7 2
32 3 7 3 0
33 146 80 1 1
34 4 5 4 0
35 0 18 0 0
36 1 8 1 0
37 239 365 2 10
38 7 8 7 1
39 239 339 2 4
40 242 182 1 4
41 240 104 2 4
42 241 454 2 10
43 3 23 3 0
44 4 2 4 0
45 236 219 3 7
46 0 3 0 0
47 2 0 2 0
48 0 11 0 1
49 244 144 2 4
50 1 8 1 0
51 236 339 3 8
52 2 21 2 0
53 0 19 0 0
54 238 179 3 2
55 241 243 6 9
56 232 78 3 6
57 241 354 2 9
58 2 4 2 0
59 0 13 0 0
60 2 13 2 0
61 1 4 1 0
62 241 124 3 1
63 243 213 1 7
64 1 3 1 0
65 198 126 1 0
66 3 2 3 0
67 1 3 1 0
68 1 1 1 0
69 8 5 8 0
70 1 6 1 1
71 235 132 5 5
72 3 22 3 0
73 2 2 2 0
74 2 8 2 0
75 1 8 1 1
76 0 0 0 0
77 242 265 3 5
78 228 209 1 5
79 1 11 1 0
80 1 1 1 0
81 3 0 3 0
82 237 109 4 1
83 0 34 0 0
84 241 341 2 12
85 1 2 1 0
86 2 5 2 1
87 1 3 1 0
88 2 0 2 0
89 235 281 2 8
90 238 201 2 3
91 130 59 4 0
92 5 1 5 0
93 2 4 2 0
94 135 207 1 4
95 106 74 0 2
96 3 9 3 0
97 0 2 0 0
