Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 12 2 1
1 2 6 2 0
2 235 168 4 17
3 2 5 2 0
4 235 171 1 10
5 3 13 3 2
6 2 6 2 0
7 3 4 3 0
8 4 2 4 0
9 1 7 1 0
10 167 10 1 3
11 4 3 4 0
12 2 2 2 1
13 3 5 3 0
14 3 7 3 0
15 0 0 0 0
16 2 0 2 0
17 2 5 2 1
18 0 3 0 0
19 1 5 1 2
20 2 3 2 0
21 1 7 1 1
22 1 0 1 0
23 3 12 3 1
24 4 7 4 0
25 4 8 4 1
26 1 12 1 2
27 2 8 2 1
28 3 7 3 1
29 4 4 4 1
30 2 19 2 1
31 7 7 7 0
32 3 8 3 0
33 1 4 1 0
34 4 4 4 0
35 0 11 0 1
36 1 11 1 1
37 231 122 2 32
38 6 10 6 2
39 2 5 2 0
40 1 3 1 1
41 2 8 2 0
42 2 10 2 2
43 234 296 3 25
44 4 1 4 0
45 234 95 3 15
46 1 7 1 2
47 2 0 2 0
48 0 9 0 1
49 2 0 2 0
50 1 15 1 1
51 3 13 3 0
52 2 23 2 0
53 0 8 0 0
54 3 8 3 0
55 232 384 4 23
56 2 2 2 1
57 1 0 1 0
58 2 4 2 0
59 0 12 0 0
60 2 8 2 1
61 1 2 1 0
62 3 0 3 0
63 1 0 1 0
64 1 2 1 0
65 1 2 1 1
66 3 4 3 0
67 1 5 1 0
68 1 2 1 0
69 8 4 8 0
70 177 43 1 9
71 4 1 4 0
72 3 11 3 1
73 239 165 2 21
74 2 5 2 0
75 1 11 1 2
76 0 0 0 0
77 3 8 3 1
78 1 0 1 0
79 1 12 1 0
80 1 1 1 0
81 3 0 3 0
82 3 5 3 0
83 0 27 0 0
84 2 4 2 0
85 1 4 1 1
86 2 7 2 1
87 1 2 1 0
88 2 0 2 0
89 2 16 2 0
90 2 6 2 0
91 4 3 4 0
92 5 1 5 0
93 2 7 2 0
94 118 305 1 14
95 0 0 0 0
96 3 9 3 1
97 0 4 0 1
