Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 11 2 1
1 227 132 2 1
2 236 334 4 10
3 242 411 3 5
4 1 19 1 0
5 2 19 2 1
6 230 28 2 0
7 3 3 3 0
8 4 3 4 0
9 1 8 1 0
10 2 6 2 0
11 226 201 4 3
12 3 4 3 1
13 178 178 3 2
14 4 13 4 0
15 0 0 0 0
16 242 184 2 7
17 74 31 1 1
18 0 6 0 0
19 74 51 1 1
20 241 34 3 1
21 1 8 1 0
22 1 0 1 0
23 3 9 3 0
24 4 13 4 0
25 235 84 4 1
26 184 320 1 10
27 2 3 2 0
28 3 10 3 0
29 4 14 4 1
30 2 18 2 0
31 239 182 7 0
32 3 8 3 0
33 1 1 1 0
34 4 5 4 0
35 0 20 0 0
36 1 8 1 0
37 240 319 2 9
38 213 216 6 4
39 240 254 2 3
40 1 5 1 1
41 2 17 2 0
42 241 369 2 10
43 3 30 3 2
44 243 111 5 2
45 3 17 3 0
46 240 165 1 2
47 244 444 2 7
48 0 6 0 1
49 2 0 2 0
50 1 13 1 0
51 236 433 3 6
52 236 236 2 4
53 0 12 0 0
54 238 186 3 3
55 241 264 6 5
56 3 2 3 1
57 2 0 2 0
58 2 3 2 0
59 0 20 0 0
60 229 651 2 12
61 178 101 1 5
62 242 116 3 2
63 1 0 1 0
64 1 2 1 0
65 191 161 1 2
66 242 147 3 2
67 1 5 1 0
68 189 43 1 2
69 8 5 8 0
70 202 154 1 5
71 5 3 5 0
72 223 335 3 3
73 229 234 1 4
74 2 6 2 0
75 235 196 1 8
76 242 162 0 8
77 3 6 3 0
78 1 0 1 0
79 1 13 1 0
80 242 244 1 3
81 244 141 3 1
82 227 137 4 2
83 193 533 0 16
84 242 398 2 11
85 240 168 1 3
86 141 83 2 1
87 177 231 1 3
88 242 211 2 9
89 2 13 2 0
90 239 132 2 3
91 130 75 4 0
92 242 179 5 5
93 123 91 2 0
94 1 3 1 0
95 114 49 0 0
96 3 6 3 0
97 0 2 0 0
