Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 377 2 5
1 2 10 2 0
2 4 26 4 1
3 247 486 3 7
4 243 394 1 5
5 237 287 3 3
6 2 6 2 0
7 242 80 3 1
8 243 141 4 5
9 240 488 1 6
10 2 6 2 0
11 4 6 4 0
12 241 681 3 6
13 179 85 3 2
14 183 319 4 8
15 0 0 0 0
16 244 358 2 6
17 203 87 2 2
18 0 4 0 0
19 1 6 1 0
20 242 26 3 1
21 242 102 1 4
22 136 103 1 1
23 3 9 3 0
24 4 13 4 0
25 245 78 4 4
26 1 19 1 0
27 2 3 2 0
28 246 41 3 0
29 247 167 4 2
30 2 13 2 0
31 7 6 7 0
32 245 78 3 1
33 146 108 1 3
34 244 131 4 1
35 242 154 0 5
36 143 114 1 4
37 245 357 2 4
38 6 5 6 0
39 2 4 2 0
40 1 4 1 1
41 245 319 2 1
42 2 21 2 0
43 3 25 3 0
44 248 171 5 0
45 238 252 3 5
46 242 171 1 3
47 249 354 2 7
48 0 5 0 1
49 249 89 2 0
50 1 8 1 0
51 239 356 3 6
52 238 279 2 3
53 238 157 0 1
54 240 141 3 0
55 245 236 6 4
56 237 75 3 5
57 244 311 2 6
58 221 81 2 1
59 241 121 0 4
60 235 1175 2 15
61 1 5 1 0
62 245 136 3 3
63 248 189 2 7
64 242 86 1 2
65 1 1 1 0
66 3 2 3 0
67 189 90 1 1
68 1 1 1 0
69 241 138 8 3
70 1 7 1 1
71 5 3 5 0
72 228 294 3 4
73 2 3 2 0
74 202 113 2 1
75 239 160 1 5
76 245 108 0 4
77 3 3 3 0
78 1 0 1 0
79 244 303 1 4
80 1 1 1 0
81 3 0 3 0
82 240 171 4 6
83 0 60 0 0
84 246 646 2 9
85 247 197 1 2
86 2 2 2 0
87 178 163 1 4
88 2 0 2 0
89 238 279 2 6
90 2 1 2 0
91 130 69 4 0
92 5 2 5 0
93 122 64 2 0
94 138 208 1 6
95 0 0 0 0
96 247 171 3 2
97 0 5 0 0
