Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 425 2 9
1 242 319 2 5
2 241 506 4 5
3 247 304 3 2
4 243 333 1 2
5 238 306 3 5
6 235 38 2 1
7 243 64 3 0
8 244 90 4 1
9 1 9 1 0
10 243 48 2 0
11 4 18 4 0
12 241 702 4 7
13 180 172 3 3
14 184 304 4 4
15 0 0 0 0
16 2 0 2 0
17 210 109 2 2
18 210 16 1 0
19 211 187 2 2
20 3 2 3 0
21 1 2 1 0
22 135 88 1 0
23 242 133 3 3
24 242 309 4 4
25 245 132 4 3
26 185 495 1 10
27 184 109 2 3
28 246 75 3 0
29 247 157 4 3
30 242 89 2 0
31 7 7 7 0
32 245 119 3 0
33 145 52 1 1
34 246 124 4 4
35 242 136 0 2
36 142 112 1 2
37 2 11 2 0
38 203 219 6 0
39 247 212 2 1
40 1 5 1 1
41 245 265 2 2
42 246 344 2 6
43 239 287 3 2
44 5 2 5 0
45 240 371 3 5
46 242 162 1 3
47 249 272 2 5
48 247 403 1 8
49 249 93 2 0
50 1 7 1 0
51 238 579 3 5
52 240 216 2 2
53 239 183 0 2
54 239 179 3 2
55 245 190 6 3
56 3 3 3 1
57 2 0 2 0
58 225 53 2 0
59 0 11 0 0
60 2 21 2 0
61 183 93 1 2
62 3 0 3 0
63 248 125 2 4
64 242 86 1 1
65 199 108 1 0
66 245 182 3 1
67 189 161 1 1
68 1 1 1 0
69 243 133 8 2
70 189 145 1 4
71 238 141 5 2
72 227 368 3 5
73 247 182 2 4
74 201 97 2 0
75 238 228 1 3
76 245 154 0 4
77 247 234 3 2
78 229 123 1 4
79 1 12 1 0
80 246 161 1 0
81 247 141 3 2
82 236 238 3 4
83 188 1179 0 14
84 246 842 2 12
85 247 152 1 1
86 2 3 2 0
87 179 213 1 3
88 249 269 2 2
89 238 314 2 3
90 243 236 2 1
91 129 98 4 0
92 245 285 5 5
93 122 38 2 0
94 137 314 1 3
95 116 101 0 1
96 247 134 3 1
97 67 41 0 1
