Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 21 4 1
1 7 17 7 0
2 11 63 11 0
3 7 9 7 0
4 10 27 10 2
5 12 46 12 3
6 7 39 7 1
7 247 11 4 2
8 4 17 4 2
9 7 10 7 2
10 7 18 7 1
11 10 22 10 0
12 499 419 14 45
13 500 295 14 61
14 15 33 15 0
15 8 37 8 2
16 7 34 7 2
17 7 60 7 5
18 4 26 4 0
19 8 26 8 1
20 8 12 8 0
21 13 34 13 2
22 11 16 11 0
23 181 25 3 1
24 13 20 13 0
25 183 192 3 4
26 11 31 11 2
27 490 420 9 27
28 471 121 11 28
29 8 25 8 1
30 4 37 4 0
31 15 39 15 0
32 8 69 8 3
33 494 1130 7 107
34 0 2 0 0
35 490 354 7 21
36 2 7 2 0
37 10 37 10 0
38 0 7 0 0
39 8 6 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 9 5 9 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 2 0 0 0
49 7 0 7 0
50 0 0 0 0
51 0 0 0 0
