Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 454 2 7
1 241 116 2 2
2 241 466 4 6
3 3 8 3 0
4 241 402 1 3
5 3 26 3 1
6 236 34 2 0
7 242 56 3 1
8 244 76 4 5
9 241 401 1 4
10 242 101 2 0
11 239 257 4 5
12 241 722 3 6
13 179 253 3 3
14 182 296 4 6
15 243 784 0 13
16 245 472 2 5
17 2 5 2 1
18 199 18 0 0
19 199 78 1 1
20 243 23 3 1
21 1 2 1 0
22 135 73 1 1
23 3 16 3 0
24 240 275 4 3
25 4 10 4 0
26 184 293 1 6
27 2 3 2 0
28 244 48 3 0
29 245 190 4 2
30 242 135 2 2
31 242 139 7 0
32 3 8 3 0
33 146 70 1 1
34 244 101 4 3
35 242 239 0 2
36 1 7 1 0
37 2 14 2 0
38 223 201 7 1
39 2 7 2 0
40 246 192 1 4
41 2 16 2 0
42 2 7 2 0
43 239 310 3 4
44 4 1 4 0
45 240 253 3 4
46 243 181 1 3
47 247 514 2 6
48 245 415 0 6
49 246 148 2 1
50 243 299 1 4
51 239 325 3 3
52 2 22 2 0
53 0 12 0 0
54 240 207 3 4
55 6 5 6 0
56 237 82 3 2
57 2 0 2 0
58 218 88 2 0
59 243 199 0 5
60 2 17 2 0
61 182 109 1 2
62 3 0 3 0
63 2 0 2 0
64 242 117 1 1
65 191 118 1 1
66 245 142 3 1
67 1 4 1 0
68 188 53 1 0
69 8 6 8 0
70 1 6 1 1
71 239 136 5 3
72 229 262 3 4
73 2 3 2 0
74 191 118 2 1
75 239 221 1 5
76 245 168 0 8
77 3 5 3 0
78 200 174 1 2
79 242 282 1 5
80 246 148 1 3
81 245 133 3 0
82 239 153 4 3
83 199 668 0 11
84 244 551 2 12
85 1 2 1 0
86 2 4 2 0
87 178 206 1 3
88 247 253 2 4
89 238 277 2 5
90 243 181 2 2
91 130 75 4 0
92 5 3 5 0
93 123 43 2 0
94 135 161 1 3
95 117 127 0 1
96 245 122 3 2
97 68 55 0 0
