Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 19 1 1
1 2 9 2 1
2 4 26 4 2
3 2 11 2 0
4 1 16 1 3
5 3 27 3 2
6 2 4 2 0
7 3 8 3 1
8 4 2 4 0
9 1 11 1 0
10 2 7 2 0
11 4 6 4 0
12 3 1 3 1
13 2 15 2 0
14 3 9 3 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 0 3 0 0
19 1 0 1 0
20 1 4 1 1
21 1 6 1 2
22 1 0 1 0
23 179 70 3 16
24 3 15 3 0
25 4 15 4 1
26 1 13 1 2
27 1 5 1 0
28 2 6 2 1
29 4 2 4 1
30 2 20 2 2
31 6 8 6 0
32 3 16 3 1
33 1 7 1 0
34 4 12 4 1
35 0 24 0 0
36 0 15 0 0
37 2 10 2 1
38 4 10 4 2
39 2 6 2 0
40 1 5 1 1
41 2 18 2 0
42 2 12 2 2
43 211 162 3 22
44 4 3 4 0
45 3 27 3 2
46 1 4 1 0
47 2 0 2 0
48 0 11 0 1
49 189 87 2 14
50 1 25 1 1
51 3 20 3 0
52 1 25 1 0
53 0 19 0 0
54 3 6 3 0
55 4 3 4 1
56 2 2 2 1
57 1 0 1 0
58 2 2 2 0
59 169 154 0 18
60 2 10 2 1
61 1 2 1 0
62 0 0 0 0
63 0 0 0 0
64 1 3 1 0
65 1 5 1 1
66 3 4 3 0
67 1 9 1 0
68 101 16 1 3
69 8 10 8 0
70 161 43 1 10
71 3 3 3 0
72 2 27 2 1
73 2 7 2 0
74 2 9 2 0
75 1 19 1 1
76 0 0 0 0
77 3 12 3 1
78 0 0 0 0
79 1 14 1 0
80 1 3 1 0
81 184 162 3 16
82 3 6 3 0
83 0 30 0 2
84 2 6 2 1
85 0 5 0 1
86 108 49 2 5
87 1 5 1 0
88 211 143 2 26
89 2 28 2 3
90 2 3 2 0
91 4 7 4 1
92 5 4 5 0
93 2 14 2 1
94 111 99 1 8
95 0 0 0 0
96 3 6 3 1
97 0 6 0 1
