Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 381 2 4
1 242 208 2 1
2 4 21 4 1
3 247 312 3 2
4 243 321 1 2
5 238 352 3 3
6 235 49 2 1
7 243 45 3 0
8 244 106 4 2
9 241 337 1 2
10 243 40 2 0
11 239 307 4 6
12 241 771 4 6
13 181 199 3 2
14 184 297 4 6
15 249 1228 0 13
16 245 360 2 7
17 207 89 2 1
18 207 8 0 0
19 208 193 2 0
20 243 30 3 2
21 243 167 1 2
22 137 86 1 0
23 241 140 3 3
24 242 412 4 4
25 245 105 4 3
26 187 532 1 6
27 186 104 2 2
28 246 60 3 0
29 247 137 4 2
30 244 116 2 0
31 242 80 7 1
32 245 94 3 0
33 148 70 1 0
34 246 111 4 2
35 242 120 0 2
36 145 99 1 2
37 247 301 2 2
38 229 144 7 0
39 247 208 2 2
40 246 183 1 1
41 245 204 2 2
42 246 368 2 5
43 239 340 3 2
44 5 2 5 0
45 240 475 3 5
46 242 103 1 4
47 249 347 2 4
48 247 354 1 4
49 249 96 2 0
50 245 307 1 4
51 3 35 3 0
52 240 258 2 5
53 239 142 0 1
54 239 178 3 1
55 6 6 6 0
56 236 82 3 3
57 243 380 2 5
58 2 5 2 0
59 243 140 0 1
60 237 956 2 4
61 184 106 1 2
62 245 155 3 1
63 248 113 2 2
64 242 76 1 1
65 202 152 1 1
66 247 120 3 1
67 190 241 1 2
68 191 63 1 0
69 241 82 8 5
70 199 157 1 3
71 238 183 5 1
72 229 315 3 3
73 2 3 2 0
74 196 107 2 1
75 238 215 1 4
76 245 123 0 3
77 247 162 3 0
78 1 0 1 0
79 244 214 1 2
80 246 159 1 1
81 247 144 3 1
82 239 225 4 4
83 224 916 0 14
84 246 660 2 8
85 247 137 1 2
86 144 144 2 1
87 1 3 1 0
88 249 212 2 3
89 237 257 2 4
90 242 143 2 1
91 131 65 4 0
92 246 245 5 3
93 123 38 2 1
94 138 237 1 2
95 119 105 0 1
96 247 155 3 1
97 0 1 0 0
