Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 3 48 3 0
1 6 29 6 0
2 11 109 11 1
3 7 30 7 0
4 10 65 10 3
5 325 482 9 36
6 4 78 4 1
7 146 15 6 2
8 252 68 4 0
9 247 120 7 4
10 294 172 6 19
11 3 68 3 1
12 308 154 12 17
13 378 409 8 30
14 13 78 13 0
15 301 397 7 31
16 4 102 4 2
17 6 132 6 4
18 390 257 4 10
19 9 70 9 0
20 7 53 7 1
21 370 274 12 23
22 9 59 9 2
23 1 1 1 1
24 12 83 12 1
25 1 13 1 2
26 365 235 9 12
27 8 95 8 3
28 298 181 10 16
29 323 63 7 5
30 34 1 0 0
31 363 280 14 5
32 379 470 7 26
33 6 105 6 3
34 0 7 0 0
35 8 92 8 4
36 2 1 0 0
37 4 5 4 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 6 5 6 0
45 0 0 0 0
46 0 0 0 0
47 5 5 5 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 0 7 0 0
