Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 22 1 1
1 184 17 2 4
2 4 30 4 2
3 2 14 2 0
4 202 123 1 8
5 1 26 1 1
6 2 8 2 0
7 157 42 2 1
8 4 1 4 0
9 1 12 1 0
10 1 7 1 0
11 4 7 4 0
12 2 2 2 1
13 2 16 2 0
14 4 15 4 0
15 0 0 0 0
16 201 142 2 7
17 16 1 1 1
18 0 2 0 0
19 1 4 1 0
20 71 13 2 1
21 1 15 1 0
22 1 0 1 0
23 3 29 3 1
24 3 26 3 0
25 4 27 4 1
26 1 18 1 2
27 2 17 2 0
28 3 16 3 0
29 4 7 4 0
30 2 31 2 1
31 6 18 6 0
32 176 71 3 2
33 1 4 1 0
34 4 12 4 0
35 0 32 0 1
36 1 17 1 1
37 202 121 2 12
38 5 13 5 1
39 2 15 2 0
40 210 136 1 8
41 207 61 1 5
42 2 20 2 1
43 3 42 3 2
44 4 5 4 0
45 3 23 3 0
46 0 11 0 0
47 2 0 2 0
48 202 197 0 18
49 2 0 2 0
50 1 30 1 0
51 3 24 3 0
52 201 219 2 16
53 0 49 0 1
54 3 8 3 0
55 5 10 5 0
56 3 2 3 1
57 1 0 1 0
58 2 6 2 1
59 0 33 0 1
60 2 20 2 1
61 1 4 1 0
62 2 0 2 0
63 0 2 0 0
64 1 3 1 0
65 171 105 1 11
66 3 10 3 0
67 1 7 1 0
68 1 6 1 0
69 8 15 8 0
70 1 18 1 1
71 5 2 5 0
72 3 42 3 0
73 185 186 1 15
74 175 215 2 8
75 177 189 1 13
76 0 0 0 0
77 3 28 3 0
78 156 160 1 17
79 208 276 1 11
80 1 3 1 0
81 3 0 3 0
82 3 10 3 0
83 0 59 0 2
84 2 12 2 1
85 1 8 1 1
86 131 87 2 4
87 1 10 1 0
88 2 0 2 0
89 2 36 2 0
90 168 109 2 6
91 3 14 3 0
92 5 7 5 0
93 2 27 2 0
94 1 9 1 0
95 0 0 0 0
96 3 9 3 1
97 0 9 0 1
