Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 372 90 4 5
1 379 208 9 10
2 540 880 13 13
3 378 310 7 5
4 486 147 10 6
5 489 1211 12 35
6 501 287 6 7
7 510 80 9 3
8 4 10 4 0
9 8 7 8 0
10 495 95 7 4
11 506 227 11 11
12 547 776 14 8
13 548 1497 15 38
14 489 240 15 3
15 485 1536 8 32
16 537 96 6 2
17 539 2309 9 55
18 549 222 5 6
19 547 344 10 13
20 553 370 8 8
21 546 326 13 10
22 548 443 12 5
23 6 16 6 1
24 546 313 14 9
25 5 10 5 0
26 541 149 11 3
27 544 180 12 3
28 501 464 11 14
29 9 23 9 1
30 484 45 5 1
31 15 29 15 0
32 539 358 8 29
33 547 2355 8 61
34 52 15 2 0
35 9 36 9 1
36 11 14 11 0
37 490 37 11 1
38 7 0 0 0
39 8 6 8 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 377 5 11 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 7 0 7 0
50 14 0 10 0
51 515 13 9 0
