Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 348 2 3
1 242 166 2 2
2 241 479 4 4
3 247 287 3 1
4 243 356 1 2
5 238 372 3 4
6 236 59 2 1
7 243 42 3 0
8 244 115 4 2
9 241 320 1 2
10 243 42 2 0
11 4 15 4 0
12 242 697 4 5
13 180 248 3 2
14 183 292 4 6
15 249 1171 0 14
16 245 373 2 8
17 211 156 2 2
18 0 4 0 0
19 212 141 2 0
20 243 30 3 1
21 243 176 1 2
22 137 87 1 0
23 241 118 3 3
24 242 418 4 4
25 242 135 4 1
26 187 536 1 8
27 186 93 2 2
28 246 56 3 0
29 4 11 4 1
30 244 122 2 0
31 242 77 7 1
32 245 97 3 0
33 148 113 1 2
34 246 115 4 2
35 242 108 0 2
36 145 103 1 2
37 247 322 2 4
38 203 145 6 1
39 247 256 2 2
40 1 5 1 1
41 245 212 2 2
42 246 377 2 4
43 240 317 3 2
44 248 158 5 1
45 240 373 3 3
46 243 150 1 4
47 249 271 2 3
48 247 455 1 6
49 249 98 2 1
50 245 321 1 5
51 239 427 3 4
52 240 263 2 5
53 239 147 0 2
54 240 220 3 1
55 244 204 6 2
56 238 68 3 2
57 2 0 2 0
58 225 45 2 0
59 242 142 0 2
60 238 1217 2 12
61 183 86 1 2
62 245 181 3 1
63 248 190 2 2
64 242 76 1 1
65 201 101 1 0
66 247 136 3 2
67 190 251 1 1
68 191 61 1 0
69 243 91 8 3
70 190 148 1 1
71 239 178 5 1
72 230 274 3 1
73 247 199 2 5
74 203 99 2 1
75 239 199 1 3
76 245 107 0 2
77 3 3 3 0
78 229 125 1 3
79 244 213 1 3
80 246 204 1 1
81 247 124 3 0
82 240 220 4 4
83 0 47 0 0
84 246 709 2 9
85 247 149 1 1
86 144 157 2 1
87 1 4 1 0
88 249 229 2 3
89 238 312 2 3
90 243 224 2 3
91 131 67 4 0
92 245 288 5 5
93 122 49 2 0
94 1 4 1 0
95 117 109 0 1
96 247 142 3 1
97 69 34 0 1
