Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 371 2 4
1 241 217 2 0
2 240 420 4 3
3 246 289 3 1
4 242 351 1 1
5 237 321 3 3
6 234 55 2 1
7 242 53 3 0
8 4 1 4 0
9 240 204 1 4
10 2 5 2 0
11 4 12 4 0
12 241 734 4 5
13 181 248 3 2
14 184 280 4 6
15 248 1241 0 15
16 244 382 2 8
17 209 109 2 2
18 209 10 0 0
19 210 165 2 0
20 242 26 3 1
21 242 163 1 1
22 137 73 1 0
23 240 132 3 3
24 241 365 4 3
25 244 108 4 0
26 187 572 1 8
27 2 5 2 0
28 245 65 3 0
29 246 126 4 2
30 243 101 2 0
31 241 77 7 0
32 244 96 3 0
33 148 79 1 1
34 245 115 4 2
35 241 104 0 3
36 145 101 1 1
37 246 306 2 4
38 197 138 6 1
39 246 245 2 2
40 245 209 1 1
41 244 191 2 2
42 245 425 2 7
43 238 345 3 1
44 247 148 5 2
45 3 11 3 0
46 242 112 1 4
47 248 272 2 4
48 246 380 1 6
49 248 78 2 0
50 244 238 1 4
51 238 410 3 3
52 239 259 2 6
53 238 139 0 1
54 239 167 3 1
55 244 208 5 1
56 235 63 3 1
57 243 309 2 2
58 223 39 2 0
59 242 128 0 1
60 237 1048 2 7
61 184 58 1 2
62 244 175 3 1
63 247 196 2 1
64 241 66 1 1
65 207 122 1 0
66 246 138 3 2
67 190 250 1 1
68 191 67 1 0
69 242 73 8 2
70 190 163 1 3
71 5 5 5 0
72 228 334 3 1
73 246 173 2 6
74 2 4 2 0
75 238 184 1 3
76 244 115 0 4
77 3 3 3 0
78 227 134 1 2
79 243 205 1 3
80 245 151 1 0
81 3 0 3 0
82 238 184 4 4
83 190 841 0 13
84 245 658 2 8
85 246 149 1 1
86 144 117 2 1
87 180 189 1 4
88 248 227 2 2
89 237 272 2 5
90 242 175 2 1
91 131 70 4 0
92 245 202 5 5
93 123 43 2 0
94 139 183 1 3
95 119 99 0 0
96 246 149 3 1
97 72 45 0 1
