Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 352 2 6
1 239 135 2 1
2 240 462 4 3
3 246 379 3 3
4 240 403 1 3
5 236 413 2 0
6 234 38 2 0
7 241 50 3 0
8 4 3 4 0
9 239 248 1 5
10 241 45 2 0
11 237 264 4 2
12 3 5 3 1
13 179 288 3 2
14 181 337 4 2
15 247 725 0 17
16 243 438 2 2
17 32 5 2 1
18 49 5 0 0
19 1 7 1 0
20 241 19 3 1
21 241 102 1 0
22 135 68 1 2
23 239 180 3 1
24 4 22 4 0
25 244 120 4 2
26 185 341 1 12
27 2 3 2 0
28 245 55 3 0
29 246 154 4 3
30 241 100 2 1
31 240 104 7 0
32 244 122 3 0
33 146 116 1 2
34 243 180 4 2
35 241 170 0 6
36 143 107 1 3
37 244 363 2 5
38 6 15 6 0
39 244 230 2 2
40 245 201 1 3
41 244 242 2 4
42 245 347 2 8
43 237 342 3 6
44 247 168 5 0
45 238 204 3 2
46 240 191 1 3
47 248 422 2 5
48 244 365 0 4
49 2 0 2 0
50 244 364 1 2
51 236 360 3 3
52 238 262 2 6
53 0 14 0 0
54 238 210 3 2
55 244 312 6 4
56 3 3 3 1
57 2 0 2 0
58 2 4 2 0
59 242 183 0 3
60 233 602 2 8
61 182 86 1 1
62 243 183 3 2
63 247 195 2 1
64 240 56 1 2
65 191 129 1 1
66 244 103 3 1
67 187 328 1 2
68 188 102 1 0
69 240 148 8 2
70 202 162 1 3
71 5 6 5 0
72 3 24 3 0
73 2 9 2 0
74 198 140 2 1
75 1 35 1 1
76 243 188 0 4
77 246 177 3 1
78 1 0 1 0
79 241 313 1 3
80 245 140 1 1
81 246 153 3 2
82 4 13 4 0
83 193 606 0 15
84 2 3 2 0
85 246 229 1 2
86 2 7 2 0
87 177 242 1 4
88 246 250 2 5
89 236 276 2 3
90 240 140 2 1
91 129 85 4 0
92 245 188 5 2
93 122 64 2 1
94 136 188 1 2
95 116 107 0 0
96 227 106 3 2
97 65 53 0 0
