Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 14 2 1
1 2 6 2 0
2 238 428 4 5
3 244 401 2 7
4 240 254 1 4
5 3 14 3 0
6 2 4 2 0
7 3 6 3 0
8 241 82 4 5
9 238 449 1 7
10 2 8 2 0
11 4 3 4 0
12 238 557 3 4
13 3 10 3 0
14 184 243 4 6
15 231 770 0 15
16 242 396 2 5
17 2 6 2 1
18 199 21 0 0
19 199 67 1 1
20 239 21 3 1
21 241 162 1 1
22 1 0 1 0
23 3 39 3 0
24 237 339 4 1
25 4 9 4 1
26 1 16 1 0
27 2 3 2 0
28 243 77 3 1
29 244 141 4 2
30 2 12 2 0
31 239 111 7 2
32 3 8 3 0
33 1 3 1 0
34 4 6 4 0
35 236 190 0 8
36 144 131 1 2
37 239 326 2 9
38 6 7 6 0
39 2 5 2 0
40 1 7 1 1
41 242 261 2 5
42 243 340 2 9
43 236 246 3 9
44 245 124 5 0
45 237 143 3 5
46 1 4 1 0
47 2 0 2 0
48 0 9 0 1
49 246 119 2 2
50 242 208 1 9
51 3 15 3 0
52 236 188 2 6
53 0 9 0 0
54 237 228 3 3
55 6 5 6 0
56 3 2 3 1
57 1 0 1 0
58 196 90 2 4
59 239 180 0 4
60 2 12 2 0
61 1 5 1 0
62 241 75 3 3
63 245 234 1 4
64 1 2 1 0
65 191 126 1 1
66 242 170 3 1
67 187 284 1 2
68 188 89 1 2
69 8 7 8 0
70 186 158 1 6
71 5 2 5 0
72 3 17 3 0
73 244 322 2 8
74 194 104 2 3
75 1 31 1 1
76 0 0 0 0
77 244 177 3 4
78 1 0 1 0
79 1 15 1 0
80 243 211 1 3
81 244 193 3 3
82 237 97 4 2
83 187 478 0 14
84 2 3 2 0
85 1 3 1 1
86 2 5 2 0
87 178 284 1 5
88 2 0 2 0
89 2 13 2 0
90 238 112 2 2
91 129 96 4 0
92 5 3 5 0
93 2 15 2 0
94 135 137 1 4
95 0 0 0 0
96 3 8 3 0
97 0 8 0 0
