# time  created  delivered  delivered/created
1000.0000 1 0 0.0000
1677.0000 1 1 1.0000
2000.0000 2 1 0.5000
2013.0000 2 2 1.0000
3000.0000 3 2 0.6667
3004.0000 3 3 1.0000
4000.0000 4 3 0.7500
4272.0000 4 4 1.0000
5000.0000 5 4 0.8000
5008.0000 5 5 1.0000
6000.0000 6 5 0.8333
7000.0000 7 5 0.7143
7198.0000 7 6 0.8571
8000.0000 8 6 0.7500
8004.0000 8 7 0.8750
8505.0000 8 8 1.0000
9000.0000 9 8 0.8889
9004.0000 9 9 1.0000
10000.0000 10 9 0.9000
11000.0000 11 9 0.8182
11749.0000 11 10 0.9091
12000.0000 12 10 0.8333
13000.0000 13 10 0.7692
14000.0000 14 10 0.7143
14556.0000 14 11 0.7857
15000.0000 15 11 0.7333
15017.0000 15 12 0.8000
15519.0000 15 13 0.8667
16000.0000 16 13 0.8125
16152.0000 16 14 0.8750
16156.0000 16 15 0.9375
17000.0000 17 15 0.8824
17009.0000 17 16 0.9412
17543.0000 17 17 1.0000
18000.0000 18 17 0.9444
19000.0000 19 17 0.8947
20000.0000 20 17 0.8500
21000.0000 21 17 0.8095
22000.0000 22 17 0.7727
22493.0000 22 18 0.8182
23000.0000 23 18 0.7826
24000.0000 24 18 0.7500
25000.0000 25 18 0.7200
26000.0000 26 18 0.6923
27000.0000 27 18 0.6667
28000.0000 28 18 0.6429
29000.0000 29 18 0.6207
30000.0000 30 18 0.6000
31000.0000 31 18 0.5806
32000.0000 32 18 0.5625
33000.0000 33 18 0.5455
34000.0000 34 18 0.5294
35000.0000 35 18 0.5143
36000.0000 36 18 0.5000
37000.0000 37 18 0.4865
38000.0000 38 18 0.4737
39000.0000 39 18 0.4615
40000.0000 40 18 0.4500
41000.0000 41 18 0.4390
42000.0000 42 18 0.4286
43000.0000 43 18 0.4186
44000.0000 44 18 0.4091
45000.0000 45 18 0.4000
46000.0000 46 18 0.3913
47000.0000 47 18 0.3830
48000.0000 48 18 0.3750
49000.0000 49 18 0.3673
50000.0000 50 18 0.3600
51000.0000 51 18 0.3529
52000.0000 52 18 0.3462
53000.0000 53 18 0.3396
54000.0000 54 18 0.3333
55000.0000 55 18 0.3273
56000.0000 56 18 0.3214
57000.0000 57 18 0.3158
58000.0000 58 18 0.3103
59000.0000 59 18 0.3051
60000.0000 60 18 0.3000
61000.0000 61 18 0.2951
62000.0000 62 18 0.2903
63000.0000 63 18 0.2857
64000.0000 64 18 0.2813
65000.0000 65 18 0.2769
66000.0000 66 18 0.2727
67000.0000 67 18 0.2687
68000.0000 68 18 0.2647
69000.0000 69 18 0.2609
70000.0000 70 18 0.2571
71000.0000 71 18 0.2535
72000.0000 72 18 0.2500
73000.0000 73 18 0.2466
74000.0000 74 18 0.2432
74430.0000 74 19 0.2568
75000.0000 75 19 0.2533
76000.0000 76 19 0.2500
77000.0000 77 19 0.2468
78000.0000 78 19 0.2436
79000.0000 79 19 0.2405
80000.0000 80 19 0.2375
80319.0000 80 20 0.2500
80327.0000 80 21 0.2625
80331.0000 80 22 0.2750
80335.0000 80 23 0.2875
81000.0000 81 23 0.2840
82000.0000 82 23 0.2805
83000.0000 83 23 0.2771
84000.0000 84 23 0.2738
84090.0000 84 24 0.2857
84102.0000 84 25 0.2976
84111.0000 84 26 0.3095
85000.0000 85 26 0.3059
85276.0000 85 27 0.3176
85288.0000 85 28 0.3294
86000.0000 86 28 0.3256
86291.0000 86 29 0.3372
87000.0000 87 29 0.3333
87001.0000 87 30 0.3448
87005.0000 87 31 0.3563
87009.0000 87 32 0.3678
87039.0000 87 33 0.3793
87405.0000 87 34 0.3908
87409.0000 87 35 0.4023
87413.0000 87 36 0.4138
87417.0000 87 37 0.4253
87421.0000 87 38 0.4368
87425.0000 87 39 0.4483
87429.0000 87 40 0.4598
87433.0000 87 41 0.4713
88000.0000 88 41 0.4659
88004.0000 88 42 0.4773
88106.0000 88 43 0.4886
88110.0000 88 44 0.5000
88114.0000 88 45 0.5114
88118.0000 88 46 0.5227
88122.0000 88 47 0.5341
88126.0000 88 48 0.5455
88130.0000 88 49 0.5568
88134.0000 88 50 0.5682
88138.0000 88 51 0.5795
88142.0000 88 52 0.5909
88146.0000 88 53 0.6023
88222.0000 88 54 0.6136
88226.0000 88 55 0.6250
88230.0000 88 56 0.6364
88234.0000 88 57 0.6477
89000.0000 89 57 0.6404
90000.0000 90 57 0.6333
90736.0000 90 58 0.6444
91000.0000 91 58 0.6374
92000.0000 92 58 0.6304
93000.0000 93 58 0.6237
94000.0000 94 58 0.6170
95000.0000 95 58 0.6105
95856.0000 95 59 0.6211
95860.0000 95 60 0.6316
96000.0000 96 60 0.6250
96004.0000 96 61 0.6354
97000.0000 97 61 0.6289
97017.0000 97 62 0.6392
98000.0000 98 62 0.6327
99000.0000 99 62 0.6263
100000.0000 100 62 0.6200
101000.0000 101 62 0.6139
101767.0000 101 63 0.6238
102000.0000 102 63 0.6176
103000.0000 103 63 0.6117
103004.0000 103 64 0.6214
103729.0000 103 65 0.6311
104000.0000 104 65 0.6250
105000.0000 105 65 0.6190
105817.0000 105 66 0.6286
105915.0000 105 67 0.6381
106000.0000 106 67 0.6321
107000.0000 107 67 0.6262
108000.0000 108 67 0.6204
109000.0000 109 67 0.6147
110000.0000 110 67 0.6091
111000.0000 111 67 0.6036
112000.0000 112 67 0.5982
112004.0000 112 68 0.6071
113000.0000 113 68 0.6018
114000.0000 114 68 0.5965
115000.0000 115 68 0.5913
116000.0000 116 68 0.5862
117000.0000 117 68 0.5812
118000.0000 118 68 0.5763
119000.0000 119 68 0.5714
120000.0000 120 68 0.5667
121000.0000 121 68 0.5620
122000.0000 122 68 0.5574
123000.0000 123 68 0.5528
124000.0000 124 68 0.5484
125000.0000 125 68 0.5440
126000.0000 126 68 0.5397
127000.0000 127 68 0.5354
128000.0000 128 68 0.5313
129000.0000 129 68 0.5271
130000.0000 130 68 0.5231
131000.0000 131 68 0.5191
132000.0000 132 68 0.5152
133000.0000 133 68 0.5113
134000.0000 134 68 0.5075
135000.0000 135 68 0.5037
136000.0000 136 68 0.5000
137000.0000 137 68 0.4964
138000.0000 138 68 0.4928
139000.0000 139 68 0.4892
140000.0000 140 68 0.4857
141000.0000 141 68 0.4823
142000.0000 142 68 0.4789
143000.0000 143 68 0.4755
144000.0000 144 68 0.4722
145000.0000 145 68 0.4690
146000.0000 146 68 0.4658
147000.0000 147 68 0.4626
148000.0000 148 68 0.4595
149000.0000 149 68 0.4564
150000.0000 150 68 0.4533
151000.0000 151 68 0.4503
152000.0000 152 68 0.4474
153000.0000 153 68 0.4444
154000.0000 154 68 0.4416
155000.0000 155 68 0.4387
156000.0000 156 68 0.4359
157000.0000 157 68 0.4331
158000.0000 158 68 0.4304
159000.0000 159 68 0.4277
160000.0000 160 68 0.4250
161000.0000 161 68 0.4224
162000.0000 162 68 0.4198
163000.0000 163 68 0.4172
164000.0000 164 68 0.4146
165000.0000 165 68 0.4121
166000.0000 166 68 0.4096
167000.0000 167 68 0.4072
168000.0000 168 68 0.4048
169000.0000 169 68 0.4024
170000.0000 170 68 0.4000
171000.0000 171 68 0.3977
172000.0000 172 68 0.3953
173000.0000 173 68 0.3931
174000.0000 174 68 0.3908
175000.0000 175 68 0.3886
176000.0000 176 68 0.3864
177000.0000 177 68 0.3842
178000.0000 178 68 0.3820
179000.0000 179 68 0.3799
180000.0000 180 68 0.3778
181000.0000 181 68 0.3757
182000.0000 182 68 0.3736
183000.0000 183 68 0.3716
184000.0000 184 68 0.3696
185000.0000 185 68 0.3676
186000.0000 186 68 0.3656
187000.0000 187 68 0.3636
187976.0000 187 69 0.3690
187980.0000 187 70 0.3743
188000.0000 188 70 0.3723
188012.0000 188 71 0.3777
189000.0000 189 71 0.3757
190000.0000 190 71 0.3737
191000.0000 191 71 0.3717
192000.0000 192 71 0.3698
193000.0000 193 71 0.3679
194000.0000 194 71 0.3660
195000.0000 195 71 0.3641
195832.0000 195 72 0.3692
195836.0000 195 73 0.3744
196000.0000 196 73 0.3724
197000.0000 197 73 0.3706
197961.0000 197 74 0.3756
197965.0000 197 75 0.3807
198000.0000 198 75 0.3788
198005.0000 198 76 0.3838
198106.0000 198 77 0.3889
199000.0000 199 77 0.3869
200000.0000 200 77 0.3850
201000.0000 201 77 0.3831
202000.0000 202 77 0.3812
203000.0000 203 77 0.3793
204000.0000 204 77 0.3775
205000.0000 205 77 0.3756
205307.0000 205 78 0.3805
206000.0000 206 78 0.3786
207000.0000 207 78 0.3768
208000.0000 208 78 0.3750
209000.0000 209 78 0.3732
209796.0000 209 79 0.3780
210000.0000 210 79 0.3762
211000.0000 211 79 0.3744
212000.0000 212 79 0.3726
213000.0000 213 79 0.3709
214000.0000 214 79 0.3692
215000.0000 215 79 0.3674
216000.0000 216 79 0.3657
217000.0000 217 79 0.3641
218000.0000 218 79 0.3624
219000.0000 219 79 0.3607
220000.0000 220 79 0.3591
221000.0000 221 79 0.3575
222000.0000 222 79 0.3559
223000.0000 223 79 0.3543
224000.0000 224 79 0.3527
225000.0000 225 79 0.3511
226000.0000 226 79 0.3496
227000.0000 227 79 0.3480
228000.0000 228 79 0.3465
229000.0000 229 79 0.3450
230000.0000 230 79 0.3435
231000.0000 231 79 0.3420
232000.0000 232 79 0.3405
233000.0000 233 79 0.3391
234000.0000 234 79 0.3376
235000.0000 235 79 0.3362
236000.0000 236 79 0.3347
237000.0000 237 79 0.3333
238000.0000 238 79 0.3319
239000.0000 239 79 0.3305
240000.0000 240 79 0.3292
241000.0000 241 79 0.3278
242000.0000 242 79 0.3264
243000.0000 243 79 0.3251
244000.0000 244 79 0.3238
245000.0000 245 79 0.3224
246000.0000 246 79 0.3211
247000.0000 247 79 0.3198
248000.0000 248 79 0.3185
248467.0000 248 80 0.3226
248471.0000 248 81 0.3266
248475.0000 248 82 0.3306
248479.0000 248 83 0.3347
248483.0000 248 84 0.3387
248487.0000 248 85 0.3427
248491.0000 248 86 0.3468
248495.0000 248 87 0.3508
248499.0000 248 88 0.3548
248503.0000 248 89 0.3589
248507.0000 248 90 0.3629
248511.0000 248 91 0.3669
248515.0000 248 92 0.3710
248519.0000 248 93 0.3750
248523.0000 248 94 0.3790
249000.0000 249 94 0.3775
249053.0000 249 95 0.3815
250000.0000 250 95 0.3800
251000.0000 251 95 0.3785
252000.0000 252 95 0.3770
252759.0000 252 96 0.3810
252763.0000 252 97 0.3849
252767.0000 252 98 0.3889
252771.0000 252 99 0.3929
253000.0000 253 99 0.3913
254000.0000 254 99 0.3898
255000.0000 255 99 0.3882
256000.0000 256 99 0.3867
257000.0000 257 99 0.3852
258000.0000 258 99 0.3837
258785.0000 258 100 0.3876
259000.0000 259 100 0.3861
259011.0000 259 101 0.3900
259015.0000 259 102 0.3938
260000.0000 260 102 0.3923
261000.0000 261 102 0.3908
262000.0000 262 102 0.3893
262027.0000 262 103 0.3931
262543.0000 262 104 0.3969
262547.0000 262 105 0.4008
262563.0000 262 106 0.4046
262567.0000 262 107 0.4084
262571.0000 262 108 0.4122
262575.0000 262 109 0.4160
262579.0000 262 110 0.4198
262583.0000 262 111 0.4237
262587.0000 262 112 0.4275
262591.0000 262 113 0.4313
262595.0000 262 114 0.4351
262646.0000 262 115 0.4389
262885.0000 262 116 0.4427
262889.0000 262 117 0.4466
263000.0000 263 117 0.4449
264000.0000 264 117 0.4432
265000.0000 265 117 0.4415
266000.0000 266 117 0.4398
267000.0000 267 117 0.4382
268000.0000 268 117 0.4366
268452.0000 268 118 0.4403
269000.0000 269 118 0.4387
269009.0000 269 119 0.4424
269263.0000 269 120 0.4461
269267.0000 269 121 0.4498
269271.0000 269 122 0.4535
269275.0000 269 123 0.4572
270000.0000 270 123 0.4556
271000.0000 271 123 0.4539
272000.0000 272 123 0.4522
272483.0000 272 124 0.4559
273000.0000 273 124 0.4542
274000.0000 274 124 0.4526
275000.0000 275 124 0.4509
276000.0000 276 124 0.4493
277000.0000 277 124 0.4477
278000.0000 278 124 0.4460
279000.0000 279 124 0.4444
280000.0000 280 124 0.4429
281000.0000 281 124 0.4413
282000.0000 282 124 0.4397
283000.0000 283 124 0.4382
284000.0000 284 124 0.4366
285000.0000 285 124 0.4351
286000.0000 286 124 0.4336
287000.0000 287 124 0.4321
288000.0000 288 124 0.4306
289000.0000 289 124 0.4291
290000.0000 290 124 0.4276
291000.0000 291 124 0.4261
292000.0000 292 124 0.4247
293000.0000 293 124 0.4232
294000.0000 294 124 0.4218
295000.0000 295 124 0.4203
296000.0000 296 124 0.4189
297000.0000 297 124 0.4175
298000.0000 298 124 0.4161
299000.0000 299 124 0.4147
300000.0000 300 124 0.4133
301000.0000 301 124 0.4120
302000.0000 302 124 0.4106
303000.0000 303 124 0.4092
304000.0000 304 124 0.4079
305000.0000 305 124 0.4066
306000.0000 306 124 0.4052
307000.0000 307 124 0.4039
308000.0000 308 124 0.4026
309000.0000 309 124 0.4013
310000.0000 310 124 0.4000
311000.0000 311 124 0.3987
312000.0000 312 124 0.3974
313000.0000 313 124 0.3962
314000.0000 314 124 0.3949
315000.0000 315 124 0.3937
316000.0000 316 124 0.3924
317000.0000 317 124 0.3912
318000.0000 318 124 0.3899
319000.0000 319 124 0.3887
320000.0000 320 124 0.3875
321000.0000 321 124 0.3863
322000.0000 322 124 0.3851
323000.0000 323 124 0.3839
324000.0000 324 124 0.3827
325000.0000 325 124 0.3815
326000.0000 326 124 0.3804
327000.0000 327 124 0.3792
328000.0000 328 124 0.3780
329000.0000 329 124 0.3769
330000.0000 330 124 0.3758
331000.0000 331 124 0.3746
332000.0000 332 124 0.3735
333000.0000 333 124 0.3724
334000.0000 334 124 0.3713
335000.0000 335 124 0.3701
336000.0000 336 124 0.3690
337000.0000 337 124 0.3680
337179.0000 337 125 0.3709
337183.0000 337 126 0.3739
337187.0000 337 127 0.3769
337191.0000 337 128 0.3798
337195.0000 337 129 0.3828
337199.0000 337 130 0.3858
337203.0000 337 131 0.3887
337207.0000 337 132 0.3917
337211.0000 337 133 0.3947
337215.0000 337 134 0.3976
337219.0000 337 135 0.4006
337223.0000 337 136 0.4036
337227.0000 337 137 0.4065
337231.0000 337 138 0.4095
337235.0000 337 139 0.4125
337239.0000 337 140 0.4154
337243.0000 337 141 0.4184
337247.0000 337 142 0.4214
337251.0000 337 143 0.4243
337255.0000 337 144 0.4273
337259.0000 337 145 0.4303
337263.0000 337 146 0.4332
337267.0000 337 147 0.4362
337271.0000 337 148 0.4392
337275.0000 337 149 0.4421
337279.0000 337 150 0.4451
337283.0000 337 151 0.4481
337287.0000 337 152 0.4510
337291.0000 337 153 0.4540
337295.0000 337 154 0.4570
337299.0000 337 155 0.4599
337303.0000 337 156 0.4629
338000.0000 338 156 0.4615
338901.0000 338 157 0.4645
338905.0000 338 158 0.4675
339000.0000 339 158 0.4661
339950.0000 339 159 0.4690
339954.0000 339 160 0.4720
339958.0000 339 161 0.4749
339962.0000 339 162 0.4779
339966.0000 339 163 0.4808
339970.0000 339 164 0.4838
339974.0000 339 165 0.4867
339978.0000 339 166 0.4897
339982.0000 339 167 0.4926
339986.0000 339 168 0.4956
339990.0000 339 169 0.4985
339994.0000 339 170 0.5015
339998.0000 339 171 0.5044
340000.0000 340 171 0.5029
340002.0000 340 172 0.5059
340610.0000 340 173 0.5088
340851.0000 340 174 0.5118
340855.0000 340 175 0.5147
340859.0000 340 176 0.5176
340863.0000 340 177 0.5206
340867.0000 340 178 0.5235
340871.0000 340 179 0.5265
340875.0000 340 180 0.5294
341000.0000 341 180 0.5279
341992.0000 341 181 0.5308
342000.0000 342 181 0.5292
342983.0000 342 182 0.5322
342987.0000 342 183 0.5351
343000.0000 343 183 0.5335
343487.0000 343 184 0.5364
343491.0000 343 185 0.5394
343495.0000 343 186 0.5423
343499.0000 343 187 0.5452
343503.0000 343 188 0.5481
343507.0000 343 189 0.5510
343511.0000 343 190 0.5539
343515.0000 343 191 0.5569
343519.0000 343 192 0.5598
