Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 322 2 4
1 2 8 2 0
2 240 381 4 3
3 245 392 3 3
4 241 316 1 2
5 235 215 3 2
6 236 53 2 1
7 242 35 3 0
8 4 1 4 0
9 239 317 1 6
10 2 6 2 0
11 239 302 4 5
12 242 725 4 4
13 181 227 3 2
14 184 268 4 7
15 248 1131 0 14
16 244 375 2 7
17 211 94 2 2
18 211 8 0 0
19 212 180 2 1
20 242 21 3 1
21 242 172 1 2
22 1 0 1 0
23 240 193 3 5
24 241 373 4 4
25 243 103 4 1
26 187 446 1 6
27 2 5 2 0
28 244 54 3 0
29 245 118 4 1
30 242 96 2 0
31 7 7 7 0
32 244 102 3 0
33 1 3 1 0
34 243 112 4 3
35 0 9 0 0
36 145 82 1 3
37 244 302 2 4
38 230 167 7 1
39 244 256 2 2
40 245 170 1 1
41 2 7 2 0
42 245 299 2 5
43 3 27 3 0
44 245 120 5 1
45 238 335 3 3
46 241 98 1 4
47 2 0 2 0
48 244 343 0 5
49 246 78 2 0
50 244 302 1 6
51 239 415 3 3
52 239 285 2 6
53 238 152 0 1
54 240 172 3 1
55 244 227 6 0
56 237 67 3 1
57 243 285 2 4
58 226 52 2 0
59 242 105 0 2
60 237 889 2 7
61 184 114 1 3
62 244 178 3 1
63 2 1 2 0
64 241 73 1 1
65 207 122 1 0
66 3 3 3 0
67 190 139 1 1
68 1 1 1 0
69 241 74 8 3
70 203 165 1 4
71 5 4 5 0
72 230 303 3 1
73 245 186 2 6
74 203 106 2 0
75 239 154 1 3
76 244 140 0 2
77 3 2 3 0
78 230 134 1 3
79 242 284 1 3
80 245 138 1 1
81 246 142 3 1
82 239 194 4 4
83 226 785 0 15
84 245 637 2 8
85 244 142 1 1
86 143 110 2 2
87 180 144 1 5
88 2 0 2 0
89 2 10 2 0
90 2 2 2 0
91 131 79 4 0
92 245 191 5 4
93 123 49 2 1
94 139 217 1 2
95 119 99 0 0
96 245 150 3 1
97 71 55 0 1
