# time  ID  size  fromHost  toHost  TTL  isResponse
1200.0000 M1 250000000 IntelHost3 IntelHost6 n/a N 
2400.0000 M2 250000000 IntelHost1 IntelHost2 n/a N 
3600.0000 M3 250000000 IntelHost4 IntelHost1 n/a N 
4800.0000 M4 250000000 IntelHost7 IntelHost2 n/a N 
6000.0000 M5 250000000 IntelHost2 IntelHost8 n/a N 
7200.0000 M6 250000000 IntelHost6 IntelHost0 n/a N 
8400.0000 M7 250000000 IntelHost7 IntelHost1 n/a N 
9600.0000 M8 250000000 IntelHost8 IntelHost7 n/a N 
10800.0000 M9 250000000 IntelHost6 IntelHost8 n/a N 
12000.0000 M10 250000000 IntelHost4 IntelHost1 n/a N 
13200.0000 M11 250000000 IntelHost8 IntelHost2 n/a N 
14400.0000 M12 250000000 IntelHost6 IntelHost8 n/a N 
15600.0000 M13 250000000 IntelHost7 IntelHost6 n/a N 
16800.0000 M14 250000000 IntelHost0 IntelHost7 n/a N 
18000.0000 M15 250000000 IntelHost7 IntelHost0 n/a N 
19200.0000 M16 250000000 IntelHost8 IntelHost4 n/a N 
20400.0000 M17 250000000 IntelHost5 IntelHost7 n/a N 
21600.0000 M18 250000000 IntelHost8 IntelHost5 n/a N 
22800.0000 M19 250000000 IntelHost8 IntelHost7 n/a N 
24000.0000 M20 250000000 IntelHost2 IntelHost3 n/a N 
25200.0000 M21 250000000 IntelHost1 IntelHost2 n/a N 
26400.0000 M22 250000000 IntelHost4 IntelHost5 n/a N 
27600.0000 M23 250000000 IntelHost3 IntelHost2 n/a N 
28800.0000 M24 250000000 IntelHost0 IntelHost1 n/a N 
30000.0000 M25 250000000 IntelHost2 IntelHost3 n/a N 
31200.0000 M26 250000000 IntelHost7 IntelHost8 n/a N 
32400.0000 M27 250000000 IntelHost1 IntelHost6 n/a N 
33600.0000 M28 250000000 IntelHost1 IntelHost0 n/a N 
34800.0000 M29 250000000 IntelHost3 IntelHost7 n/a N 
36000.0000 M30 250000000 IntelHost8 IntelHost4 n/a N 
37200.0000 M31 250000000 IntelHost3 IntelHost7 n/a N 
38400.0000 M32 250000000 IntelHost2 IntelHost6 n/a N 
39600.0000 M33 250000000 IntelHost8 IntelHost0 n/a N 
40800.0000 M34 250000000 IntelHost8 IntelHost7 n/a N 
42000.0000 M35 250000000 IntelHost8 IntelHost6 n/a N 
43200.0000 M36 250000000 IntelHost8 IntelHost0 n/a N 
44400.0000 M37 250000000 IntelHost0 IntelHost5 n/a N 
45600.0000 M38 250000000 IntelHost0 IntelHost6 n/a N 
46800.0000 M39 250000000 IntelHost6 IntelHost3 n/a N 
48000.0000 M40 250000000 IntelHost2 IntelHost5 n/a N 
49200.0000 M41 250000000 IntelHost0 IntelHost6 n/a N 
50400.0000 M42 250000000 IntelHost5 IntelHost2 n/a N 
51600.0000 M43 250000000 IntelHost4 IntelHost6 n/a N 
52800.0000 M44 250000000 IntelHost8 IntelHost7 n/a N 
54000.0000 M45 250000000 IntelHost8 IntelHost6 n/a N 
55200.0000 M46 250000000 IntelHost8 IntelHost4 n/a N 
56400.0000 M47 250000000 IntelHost2 IntelHost0 n/a N 
57600.0000 M48 250000000 IntelHost5 IntelHost8 n/a N 
58800.0000 M49 250000000 IntelHost5 IntelHost3 n/a N 
60000.0000 M50 250000000 IntelHost6 IntelHost8 n/a N 
61200.0000 M51 250000000 IntelHost3 IntelHost6 n/a N 
62400.0000 M52 250000000 IntelHost6 IntelHost4 n/a N 
63600.0000 M53 250000000 IntelHost7 IntelHost3 n/a N 
64800.0000 M54 250000000 IntelHost5 IntelHost0 n/a N 
66000.0000 M55 250000000 IntelHost0 IntelHost7 n/a N 
67200.0000 M56 250000000 IntelHost4 IntelHost2 n/a N 
68400.0000 M57 250000000 IntelHost4 IntelHost8 n/a N 
69600.0000 M58 250000000 IntelHost0 IntelHost1 n/a N 
70800.0000 M59 250000000 IntelHost6 IntelHost5 n/a N 
72000.0000 M60 250000000 IntelHost7 IntelHost0 n/a N 
73200.0000 M61 250000000 IntelHost1 IntelHost3 n/a N 
74400.0000 M62 250000000 IntelHost2 IntelHost3 n/a N 
75600.0000 M63 250000000 IntelHost3 IntelHost1 n/a N 
76800.0000 M64 250000000 IntelHost0 IntelHost2 n/a N 
78000.0000 M65 250000000 IntelHost2 IntelHost3 n/a N 
79200.0000 M66 250000000 IntelHost2 IntelHost4 n/a N 
80400.0000 M67 250000000 IntelHost6 IntelHost1 n/a N 
81600.0000 M68 250000000 IntelHost4 IntelHost3 n/a N 
82800.0000 M69 250000000 IntelHost6 IntelHost3 n/a N 
84000.0000 M70 250000000 IntelHost3 IntelHost4 n/a N 
85200.0000 M71 250000000 IntelHost8 IntelHost7 n/a N 
86400.0000 M72 250000000 IntelHost6 IntelHost5 n/a N 
87600.0000 M73 250000000 IntelHost6 IntelHost2 n/a N 
88800.0000 M74 250000000 IntelHost1 IntelHost8 n/a N 
90000.0000 M75 250000000 IntelHost5 IntelHost3 n/a N 
91200.0000 M76 250000000 IntelHost4 IntelHost8 n/a N 
92400.0000 M77 250000000 IntelHost3 IntelHost0 n/a N 
93600.0000 M78 250000000 IntelHost6 IntelHost8 n/a N 
