Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 11 2 1
1 239 210 2 6
2 4 19 4 2
3 3 9 3 0
4 1 20 1 1
5 3 23 3 1
6 2 6 2 0
7 240 70 3 2
8 4 2 4 0
9 237 115 1 10
10 240 83 2 0
11 215 114 4 1
12 3 5 3 1
13 178 93 3 1
14 182 322 4 11
15 0 0 0 0
16 2 0 2 0
17 2 6 2 1
18 194 148 0 0
19 194 40 1 1
20 3 4 3 0
21 1 8 1 0
22 135 109 1 3
23 3 17 3 0
24 4 12 4 0
25 241 292 4 4
26 1 19 1 0
27 2 3 2 0
28 242 75 3 2
29 243 248 4 2
30 2 10 2 0
31 7 5 7 0
32 3 11 3 0
33 1 5 1 0
34 243 120 4 6
35 241 277 0 7
36 141 115 1 5
37 2 6 2 0
38 207 125 6 6
39 2 8 2 0
40 1 4 1 1
41 2 10 2 0
42 2 19 2 0
43 237 464 3 5
44 244 227 4 2
45 3 17 3 0
46 240 211 1 6
47 2 0 2 0
48 244 608 0 17
49 244 158 2 3
50 240 378 1 9
51 3 19 3 0
52 2 22 2 0
53 0 17 0 0
54 3 7 3 0
55 244 308 6 6
56 234 135 3 6
57 2 0 2 0
58 211 139 2 2
59 237 208 0 2
60 2 30 2 1
61 1 7 1 0
62 3 0 3 0
63 244 260 1 2
64 1 3 1 0
65 1 2 1 0
66 233 139 3 1
67 185 302 1 3
68 186 56 1 1
69 240 217 8 5
70 1 12 1 1
71 234 109 5 5
72 3 21 3 1
73 243 241 2 8
74 2 9 2 0
75 234 248 1 11
76 243 197 0 9
77 3 4 3 0
78 1 0 1 0
79 1 19 1 0
80 1 1 1 0
81 3 0 3 0
82 225 150 4 2
83 0 51 0 1
84 242 504 2 13
85 1 5 1 1
86 2 4 2 0
87 176 232 1 9
88 246 450 2 11
89 2 11 2 0
90 2 2 2 0
91 4 13 4 0
92 5 2 5 0
93 2 7 2 0
94 1 2 1 0
95 0 0 0 0
96 3 8 3 0
97 0 6 0 0
