Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 206 188 2 8
1 2 13 2 0
2 4 35 4 2
3 2 18 2 0
4 1 42 1 1
5 206 152 2 6
6 2 5 2 0
7 170 42 3 2
8 4 2 4 0
9 1 26 1 0
10 179 17 1 1
11 4 9 4 0
12 3 4 3 1
13 2 25 2 0
14 3 19 3 0
15 0 0 0 0
16 2 0 2 0
17 0 1 0 1
18 0 3 0 0
19 1 1 1 0
20 2 5 2 1
21 1 20 1 1
22 1 0 1 0
23 213 180 3 9
24 3 26 3 0
25 4 27 4 1
26 1 18 1 0
27 152 55 2 3
28 3 13 3 1
29 3 8 3 0
30 2 25 2 1
31 7 26 7 0
32 3 26 3 0
33 135 91 1 0
34 198 166 4 5
35 195 202 0 7
36 132 110 1 5
37 2 15 2 1
38 5 16 5 1
39 2 23 2 0
40 1 11 1 1
41 2 35 2 0
42 2 31 2 2
43 3 37 3 1
44 4 5 4 0
45 201 159 3 6
46 213 197 1 13
47 227 278 2 13
48 0 22 0 0
49 201 169 2 3
50 1 46 1 0
51 3 38 3 0
52 1 45 1 0
53 0 44 0 0
54 3 9 3 0
55 207 252 6 7
56 142 85 3 4
57 1 0 1 0
58 163 158 2 3
59 0 41 0 1
60 2 30 2 1
61 1 4 1 0
62 200 36 1 3
63 0 0 0 0
64 1 5 1 0
65 1 8 1 1
66 189 53 3 4
67 1 12 1 0
68 98 18 1 0
69 8 16 8 0
70 159 154 1 9
71 163 179 5 9
72 3 37 3 1
73 1 12 1 0
74 2 24 2 0
75 175 237 1 5
76 0 0 0 0
77 175 160 3 10
78 1 0 1 0
79 215 212 1 6
80 1 4 1 0
81 3 0 3 0
82 3 13 3 0
83 173 334 0 18
84 2 7 2 0
85 1 7 1 1
86 127 127 2 3
87 1 10 1 0
88 192 174 2 10
89 2 32 2 1
90 2 6 2 0
91 112 41 3 0
92 5 5 5 0
93 2 22 2 0
94 1 11 1 0
95 0 0 0 0
96 111 47 3 4
97 0 11 0 1
