Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 9 2 1
1 2 7 2 0
2 4 17 4 2
3 2 9 2 0
4 1 19 1 1
5 3 15 3 1
6 2 3 2 0
7 3 3 3 0
8 4 1 4 0
9 1 9 1 0
10 2 6 2 0
11 4 3 4 0
12 2 4 2 1
13 3 8 3 0
14 177 276 4 17
15 0 0 0 0
16 218 410 2 11
17 2 5 2 1
18 195 8 0 0
19 1 3 1 0
20 2 5 2 1
21 1 10 1 0
22 1 0 1 0
23 3 25 3 0
24 4 11 4 0
25 4 14 4 1
26 1 18 1 1
27 183 65 2 2
28 3 9 3 1
29 4 6 4 1
30 2 14 2 0
31 7 8 7 0
32 3 9 3 0
33 1 2 1 0
34 4 7 4 0
35 208 241 0 16
36 1 8 1 0
37 2 7 2 0
38 6 5 6 1
39 2 9 2 0
40 1 6 1 1
41 2 16 2 0
42 2 16 2 1
43 228 368 3 18
44 4 3 4 0
45 3 17 3 0
46 1 5 1 1
47 2 0 2 0
48 0 8 0 1
49 234 156 2 11
50 1 11 1 1
51 3 13 3 0
52 1 16 1 0
53 0 16 0 1
54 3 8 3 0
55 232 173 5 14
56 3 2 3 1
57 1 0 1 0
58 185 208 2 9
59 0 13 0 0
60 2 14 2 1
61 1 7 1 0
62 211 48 1 3
63 1 0 1 0
64 1 0 1 0
65 1 4 1 1
66 3 4 3 0
67 1 5 1 0
68 1 1 1 0
69 8 4 8 0
70 1 9 1 1
71 4 2 4 0
72 3 15 3 0
73 2 5 2 0
74 188 159 2 12
75 1 15 1 2
76 224 160 0 12
77 3 5 3 2
78 184 233 1 11
79 1 15 1 0
80 1 3 1 0
81 3 0 3 0
82 207 52 3 6
83 0 29 0 0
84 2 5 2 0
85 1 3 1 1
86 136 88 2 4
87 1 1 1 0
88 233 353 2 18
89 2 16 2 0
90 2 1 2 0
91 127 84 4 0
92 232 224 5 8
93 114 112 2 2
94 1 4 1 1
95 0 0 0 0
96 195 46 3 5
97 0 5 0 0
