Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 242 376 2 8
1 241 274 2 2
2 240 400 4 7
3 246 419 3 5
4 240 370 1 0
5 237 360 3 6
6 234 33 2 1
7 242 88 3 1
8 243 110 4 3
9 240 307 1 0
10 2 5 2 0
11 4 12 4 0
12 241 744 4 6
13 3 7 3 0
14 183 409 4 5
15 0 0 0 0
16 244 367 2 6
17 209 114 2 2
18 209 13 0 0
19 210 136 2 1
20 3 5 3 1
21 1 2 1 0
22 135 105 1 2
23 240 129 3 4
24 241 388 4 4
25 241 122 4 2
26 1 16 1 0
27 185 105 2 2
28 243 76 3 0
29 4 9 4 1
30 241 87 2 1
31 241 91 7 3
32 244 90 3 2
33 145 75 1 3
34 245 87 4 2
35 241 125 0 3
36 142 99 1 2
37 246 250 2 6
38 6 4 6 0
39 246 242 2 1
40 245 188 1 3
41 244 202 2 2
42 245 336 2 9
43 3 23 3 0
44 247 99 5 0
45 3 9 3 0
46 242 101 1 4
47 248 411 2 8
48 1 4 1 1
49 248 67 2 0
50 1 8 1 0
51 238 526 3 5
52 239 263 2 4
53 0 11 0 0
54 3 3 3 0
55 244 219 5 5
56 3 2 3 1
57 243 425 2 3
58 223 97 2 1
59 242 173 0 2
60 2 16 2 0
61 1 9 1 0
62 3 0 3 0
63 2 1 2 0
64 241 85 1 2
65 207 134 1 1
66 244 105 3 3
67 189 295 1 4
68 190 68 1 0
69 240 138 8 4
70 188 177 1 5
71 238 197 5 3
72 3 9 3 0
73 2 2 2 0
74 203 104 2 2
75 238 242 1 4
76 0 0 0 0
77 246 222 3 1
78 227 158 1 6
79 1 10 1 0
80 1 1 1 0
81 3 0 3 0
82 238 193 4 6
83 189 1208 0 17
84 2 4 2 0
85 246 208 1 2
86 142 142 2 2
87 178 195 1 3
88 248 238 2 5
89 237 344 2 5
90 241 269 2 2
91 129 150 4 1
92 245 289 5 2
93 2 5 2 0
94 1 3 1 0
95 117 133 0 1
96 244 120 3 1
97 68 67 0 0
