Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 11 4 0
1 311 140 8 12
2 11 52 11 2
3 7 16 7 0
4 10 24 10 2
5 422 849 11 49
6 6 24 6 4
7 188 122 2 4
8 265 59 4 4
9 7 7 7 0
10 7 21 7 3
11 7 21 7 3
12 457 273 12 31
13 13 33 13 1
14 14 26 14 1
15 7 21 7 8
16 5 33 5 1
17 462 782 7 74
18 479 315 4 25
19 472 385 9 22
20 7 11 7 2
21 13 22 13 3
22 9 17 9 0
23 6 9 6 1
24 12 32 12 3
25 3 11 3 2
26 10 36 10 8
27 9 24 9 7
28 11 51 11 6
29 7 23 7 3
30 4 32 4 0
31 15 40 15 5
32 7 51 7 4
33 6 36 6 3
34 0 1 0 0
35 9 41 9 5
36 1 4 1 1
37 177 23 3 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 218 5 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 8 7 8 0
