Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 8 2 1
1 2 8 2 1
2 4 14 4 3
3 2 6 2 0
4 1 12 1 1
5 3 15 3 1
6 2 3 2 0
7 3 7 3 1
8 224 44 4 7
9 1 8 1 0
10 2 10 2 0
11 4 3 4 0
12 2 3 2 1
13 3 6 3 0
14 3 8 3 0
15 0 0 0 0
16 2 0 2 0
17 2 4 2 1
18 191 8 0 1
19 1 3 1 0
20 2 4 2 1
21 1 7 1 1
22 120 82 1 13
23 3 9 3 0
24 4 11 4 0
25 4 8 4 1
26 1 12 1 1
27 2 6 2 1
28 3 8 3 1
29 231 194 4 16
30 2 10 2 1
31 7 6 7 0
32 3 9 3 2
33 1 1 1 0
34 4 6 4 0
35 0 15 0 1
36 1 9 1 1
37 2 6 2 0
38 6 6 6 2
39 2 5 2 1
40 1 4 1 1
41 2 4 2 0
42 2 9 2 2
43 230 403 3 25
44 4 2 4 0
45 3 12 3 1
46 1 4 1 1
47 2 0 2 0
48 0 8 0 1
49 2 0 2 0
50 1 12 1 1
51 223 261 3 20
52 2 16 2 0
53 0 19 0 2
54 232 103 3 13
55 5 8 5 1
56 3 2 3 1
57 1 0 1 0
58 2 3 2 0
59 0 8 0 0
60 2 11 2 1
61 1 2 1 0
62 3 0 3 0
63 235 339 1 24
64 1 0 1 0
65 1 3 1 1
66 3 2 3 0
67 1 10 1 0
68 1 3 1 0
69 234 158 8 18
70 1 11 1 1
71 5 1 5 0
72 3 15 3 1
73 2 3 2 0
74 2 9 2 1
75 1 9 1 2
76 228 200 0 21
77 3 6 3 1
78 1 0 1 0
79 1 8 1 1
80 1 2 1 0
81 3 0 3 0
82 3 4 3 0
83 0 23 0 3
84 2 1 2 0
85 1 2 1 0
86 2 5 2 2
87 1 3 1 0
88 2 0 2 0
89 2 13 2 1
90 2 1 2 0
91 4 6 4 0
92 5 1 5 0
93 2 5 2 0
94 1 5 1 1
95 0 0 0 0
96 3 6 3 1
97 0 3 0 1
