Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 337 2 3
1 238 146 2 6
2 4 29 4 2
3 246 392 3 8
4 1 28 1 1
5 225 275 3 8
6 2 4 2 0
7 225 75 3 1
8 4 4 4 0
9 1 16 1 0
10 239 58 2 0
11 4 6 4 0
12 3 7 3 1
13 176 137 3 1
14 179 277 4 6
15 0 0 0 0
16 2 0 2 0
17 2 8 2 1
18 42 24 0 0
19 33 17 1 1
20 3 4 3 1
21 240 176 1 2
22 1 0 1 0
23 3 24 3 0
24 237 343 4 6
25 4 13 4 1
26 182 261 1 12
27 174 28 2 1
28 245 85 3 2
29 246 183 4 5
30 2 34 2 0
31 7 23 7 0
32 244 116 3 0
33 143 88 1 1
34 242 237 4 7
35 238 205 0 10
36 140 131 1 3
37 2 12 2 0
38 191 211 5 4
39 2 11 2 0
40 1 5 1 1
41 244 263 2 3
42 2 18 2 0
43 236 342 3 8
44 5 2 5 0
45 3 25 3 0
46 237 171 1 3
47 2 0 2 0
48 0 11 0 1
49 2 0 2 0
50 1 28 1 0
51 227 339 3 5
52 2 33 2 0
53 236 217 0 6
54 3 6 3 0
55 244 268 5 9
56 203 67 3 3
57 237 353 2 4
58 194 83 2 3
59 0 23 0 0
60 216 506 2 14
61 1 4 1 0
62 243 103 3 1
63 247 184 2 5
64 235 109 1 0
65 187 144 1 0
66 3 3 3 0
67 1 2 1 0
68 1 6 1 0
69 240 169 8 1
70 183 141 1 4
71 5 5 5 0
72 218 284 3 2
73 2 7 2 0
74 2 15 2 0
75 233 231 1 5
76 0 0 0 0
77 3 12 3 0
78 190 164 1 3
79 241 292 1 4
80 1 2 1 0
81 3 0 3 0
82 3 17 3 0
83 0 63 0 0
84 245 384 2 12
85 232 174 1 2
86 139 127 2 5
87 1 5 1 0
88 245 289 2 4
89 233 264 2 4
90 2 4 2 0
91 4 16 4 0
92 5 3 5 0
93 2 12 2 0
94 135 159 1 9
95 0 0 0 0
96 3 13 3 0
97 62 69 0 2
