Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 323 2 8
1 241 242 2 4
2 241 454 4 5
3 247 310 2 4
4 243 351 1 1
5 236 292 3 5
6 2 3 2 0
7 242 42 3 0
8 4 2 4 0
9 1 8 1 0
10 242 23 2 0
11 237 225 4 4
12 3 6 3 1
13 181 155 3 3
14 184 300 4 4
15 0 0 0 0
16 244 501 2 5
17 199 82 2 2
18 199 58 0 0
19 199 123 1 2
20 241 43 3 0
21 1 5 1 0
22 136 89 1 0
23 3 11 3 0
24 241 420 4 6
25 241 84 4 3
26 186 467 1 7
27 186 75 2 0
28 246 103 3 1
29 4 11 4 1
30 244 107 2 0
31 241 82 7 1
32 245 125 3 1
33 145 66 1 1
34 246 192 4 5
35 242 332 0 3
36 1 10 1 0
37 2 10 2 0
38 222 129 6 2
39 247 214 2 3
40 246 194 1 2
41 245 236 2 2
42 2 13 2 0
43 238 352 3 6
44 248 154 5 1
45 3 19 3 0
46 1 3 1 0
47 2 0 2 0
48 247 410 1 6
49 2 0 2 0
50 245 355 1 6
51 3 30 3 0
52 239 229 2 2
53 238 146 0 2
54 238 241 3 3
55 6 6 6 0
56 229 91 3 4
57 2 0 2 0
58 220 105 2 1
59 0 11 0 0
60 234 1072 2 11
61 184 195 1 5
62 244 136 3 1
63 248 204 2 4
64 1 3 1 0
65 1 3 1 0
66 3 3 3 0
67 190 278 1 1
68 191 75 1 0
69 8 6 8 0
70 199 196 1 7
71 5 4 5 0
72 3 9 3 0
73 247 208 2 5
74 196 82 2 2
75 237 232 1 4
76 244 125 0 6
77 247 169 3 1
78 226 123 1 4
79 244 258 1 3
80 246 189 1 3
81 247 186 3 3
82 237 229 4 3
83 210 890 0 14
84 246 560 2 10
85 247 172 1 2
86 142 92 2 2
87 1 3 1 0
88 249 237 2 5
89 2 13 2 0
90 240 190 2 2
91 130 54 4 0
92 246 222 5 4
93 123 55 2 0
94 1 2 1 0
95 118 74 0 1
96 3 12 3 0
97 66 39 0 0
