Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 302 2 7
1 239 237 2 3
2 239 429 4 8
3 2 3 2 0
4 241 305 1 2
5 235 412 3 5
6 2 2 2 0
7 3 3 3 0
8 241 70 4 3
9 238 329 1 2
10 2 8 2 0
11 237 321 4 6
12 239 766 3 9
13 181 213 3 5
14 4 7 4 0
15 0 0 0 0
16 242 503 2 8
17 201 25 2 2
18 197 23 0 0
19 1 8 1 0
20 3 1 3 0
21 1 4 1 0
22 1 0 1 0
23 3 10 3 0
24 238 270 4 6
25 4 14 4 1
26 185 374 1 7
27 185 77 2 2
28 244 53 3 0
29 245 161 4 2
30 242 98 2 1
31 239 65 7 0
32 243 82 3 3
33 145 55 1 1
34 4 7 4 0
35 0 10 0 0
36 1 9 1 0
37 239 254 2 7
38 230 170 7 1
39 2 8 2 0
40 244 136 1 3
41 243 260 2 4
42 2 7 2 0
43 236 319 3 2
44 5 2 5 0
45 237 329 3 7
46 1 3 1 0
47 247 327 2 6
48 0 5 0 1
49 247 98 2 0
50 1 7 1 0
51 234 414 3 5
52 2 19 2 0
53 236 185 0 3
54 238 185 3 4
55 6 6 6 0
56 233 59 3 2
57 1 0 1 0
58 2 3 2 0
59 241 163 0 4
60 2 15 2 0
61 184 129 1 1
62 241 69 3 1
63 246 120 2 6
64 1 3 1 0
65 1 4 1 0
66 3 3 3 0
67 1 2 1 0
68 1 1 1 0
69 8 6 8 0
70 203 189 1 7
71 236 161 5 2
72 230 311 3 8
73 245 293 2 5
74 190 105 2 0
75 237 235 1 5
76 0 0 0 0
77 245 121 3 1
78 188 128 1 5
79 242 235 1 5
80 244 139 1 1
81 245 138 3 3
82 237 129 4 4
83 226 1053 0 13
84 244 663 2 11
85 245 151 1 2
86 142 103 2 1
87 1 2 1 0
88 247 202 2 4
89 2 14 2 0
90 239 135 2 1
91 130 84 4 0
92 5 1 5 0
93 123 74 2 0
94 1 1 1 0
95 0 0 0 0
96 245 141 3 1
97 0 2 0 0
