Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 24 4 0
1 362 182 8 8
2 531 752 12 8
3 369 221 7 8
4 486 128 10 5
5 489 1429 12 38
6 7 36 7 0
7 505 70 9 2
8 4 10 4 0
9 362 149 7 4
10 495 34 8 3
11 500 257 12 14
12 538 795 13 8
13 539 1650 15 37
14 15 23 15 0
15 485 1634 8 30
16 528 127 8 1
17 530 2069 8 54
18 540 320 5 7
19 538 322 10 11
20 544 372 8 6
21 537 303 13 10
22 540 328 12 4
23 198 36 6 4
24 537 376 13 9
25 197 198 3 3
26 532 155 11 3
27 535 160 10 2
28 11 49 11 1
29 537 132 8 3
30 484 43 5 0
31 534 271 15 5
32 530 285 8 28
33 538 2562 8 64
34 51 18 2 0
35 534 247 9 5
36 129 14 11 2
37 379 32 7 0
38 7 0 3 0
39 12 0 7 0
40 1 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 368 5 10 0
45 0 0 0 0
46 0 0 0 0
47 249 5 6 0
48 6 0 0 0
49 0 0 0 0
50 14 0 10 0
51 9 11 9 0
