Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 426 2 3
1 237 134 2 2
2 240 423 4 4
3 246 384 2 2
4 240 423 1 2
5 235 320 3 1
6 210 18 2 0
7 224 29 3 1
8 242 98 4 2
9 239 367 1 6
10 238 97 2 0
11 227 206 4 2
12 222 440 3 6
13 178 314 3 1
14 181 342 4 3
15 240 622 0 18
16 243 400 2 4
17 115 40 2 1
18 66 11 0 0
19 116 85 1 1
20 3 4 3 0
21 241 150 1 0
22 134 91 1 2
23 238 167 3 2
24 238 343 4 3
25 4 22 4 1
26 185 233 1 8
27 185 66 2 2
28 243 86 3 0
29 247 196 4 2
30 241 103 2 0
31 240 194 7 0
32 244 174 3 1
33 145 96 1 1
34 241 181 4 2
35 238 186 0 1
36 142 87 1 0
37 241 344 2 4
38 198 138 6 2
39 241 266 2 5
40 245 204 1 4
41 244 210 2 1
42 2 21 2 0
43 235 336 3 6
44 246 175 5 3
45 3 31 3 0
46 238 153 1 1
47 248 439 2 7
48 241 305 0 5
49 246 150 2 1
50 244 335 1 4
51 227 329 3 1
52 219 312 2 5
53 237 182 0 2
54 235 192 3 2
55 240 268 6 6
56 221 112 3 2
57 241 344 2 2
58 204 93 2 0
59 0 49 0 0
60 221 398 2 5
61 180 101 1 0
62 241 196 3 1
63 245 221 2 1
64 239 68 1 1
65 191 186 1 2
66 244 121 3 0
67 188 89 1 1
68 1 2 1 0
69 238 105 8 0
70 200 155 1 3
71 192 114 5 1
72 218 309 3 2
73 244 359 2 8
74 195 172 2 3
75 231 282 1 4
76 243 231 0 1
77 210 236 3 1
78 194 155 1 2
79 241 281 1 2
80 235 168 1 2
81 245 185 3 2
82 229 151 4 1
83 189 439 0 10
84 2 5 2 0
85 211 223 1 4
86 2 23 2 0
87 172 240 1 3
88 244 270 2 2
89 231 275 2 3
90 222 137 2 3
91 128 58 4 0
92 5 3 5 0
93 119 75 2 0
94 134 157 1 2
95 110 100 0 0
96 203 91 3 2
97 65 63 0 0
