Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 319 160 4 3
1 324 254 7 5
2 466 449 9 8
3 7 29 7 0
4 10 57 10 2
5 437 743 11 31
6 433 492 7 11
7 7 25 7 0
8 323 101 4 2
9 6 13 6 0
10 442 200 7 7
11 433 94 6 5
12 12 78 12 1
13 475 785 12 27
14 13 57 13 0
15 432 734 7 27
16 464 169 7 4
17 466 1178 7 41
18 476 360 5 6
19 474 407 8 7
20 480 327 7 7
21 473 283 13 6
22 472 245 9 12
23 3 13 3 1
24 473 229 12 5
25 168 22 4 5
26 10 53 10 0
27 471 291 10 2
28 434 231 10 12
29 8 40 8 2
30 45 6 1 0
31 470 234 14 4
32 466 443 7 14
33 474 1762 6 55
34 0 5 0 0
35 9 56 9 2
36 7 0 5 0
37 32 5 8 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 37 5 9 0
45 0 0 0 0
46 0 0 0 0
47 28 0 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 58 2 7 0
