Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 23 4 0
1 8 14 8 0
2 12 93 12 2
3 7 10 7 0
4 9 28 9 3
5 12 46 12 2
6 6 41 6 1
7 238 10 4 2
8 4 15 4 2
9 334 123 7 11
10 466 577 6 30
11 9 37 9 1
12 14 34 14 1
13 14 37 14 2
14 15 28 15 0
15 8 43 8 5
16 488 67 5 11
17 490 1228 7 94
18 4 37 4 1
19 9 34 9 2
20 6 20 6 1
21 502 521 13 29
22 10 17 10 0
23 1 1 1 1
24 502 467 12 23
25 1 7 1 2
26 11 51 11 6
27 10 48 10 2
28 463 304 11 28
29 502 110 8 11
30 2 24 2 0
31 15 70 15 1
32 7 72 7 3
33 8 56 8 3
34 12 8 0 0
35 499 387 8 35
36 3 7 3 0
37 10 46 10 0
38 0 0 0 0
39 1 6 1 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 7 0 7 0
50 14 0 0 0
51 7 9 7 0
