Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 351 189 4 9
1 7 13 7 0
2 10 57 10 1
3 7 16 7 0
4 475 221 10 7
5 13 109 13 4
6 479 708 7 23
7 247 9 4 1
8 315 108 4 2
9 351 138 7 6
10 484 165 7 12
11 493 240 12 12
12 511 1018 13 28
13 511 1578 14 58
14 14 23 14 1
15 471 2044 8 72
16 7 44 7 1
17 9 114 9 5
18 523 438 4 9
19 510 496 9 27
20 8 12 8 0
21 520 300 13 10
22 10 25 10 1
23 254 23 3 4
24 520 315 14 4
25 258 296 5 5
26 515 223 11 8
27 11 41 11 0
28 481 391 11 18
29 8 26 8 3
30 461 36 4 1
31 15 35 15 1
32 8 90 8 2
33 8 94 8 3
34 0 6 0 0
35 517 373 8 18
36 238 14 11 1
37 11 47 11 0
38 7 0 3 0
39 8 6 0 0
40 0 6 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 348 5 10 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 0 0 0 0
49 7 0 7 0
50 0 0 0 0
51 102 19 8 0
