Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 20 4 0
1 319 274 7 14
2 10 35 10 0
3 7 10 7 0
4 10 44 10 2
5 444 621 11 40
6 6 31 6 0
7 4 8 4 0
8 4 8 4 0
9 313 82 7 4
10 7 22 7 1
11 7 31 7 0
12 471 300 12 12
13 13 25 13 1
14 14 28 14 0
15 436 266 8 40
16 5 53 5 1
17 463 945 7 62
18 481 408 4 22
19 9 32 9 0
20 7 13 7 0
21 13 30 13 3
22 10 27 10 0
23 6 16 6 1
24 12 25 12 1
25 3 10 3 2
26 473 75 10 2
27 9 22 9 0
28 11 38 11 2
29 478 103 7 6
30 3 20 3 0
31 14 24 14 0
32 6 65 6 3
33 479 1040 6 76
34 0 2 0 0
35 8 25 8 2
36 1 4 1 1
37 3 5 3 1
38 7 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 7 0 0 0
50 0 0 0 0
51 211 2 8 0
