Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 252 193 4 8
1 5 21 5 2
2 11 82 11 1
3 7 28 7 1
4 10 58 10 5
5 360 439 10 32
6 419 324 6 21
7 3 21 3 1
8 230 92 4 2
9 259 171 6 3
10 400 260 6 16
11 7 80 7 1
12 12 71 12 3
13 10 59 10 1
14 12 63 12 0
15 390 719 7 41
16 4 93 4 6
17 7 117 7 4
18 411 414 4 14
19 9 59 9 1
20 471 450 6 25
21 464 346 13 16
22 383 346 7 16
23 14 1 1 1
24 12 43 12 0
25 3 37 3 2
26 10 49 10 0
27 458 291 9 8
28 392 290 11 22
29 420 195 7 6
30 0 0 0 0
31 15 62 15 1
32 6 101 6 1
33 6 85 6 3
34 0 5 0 0
35 461 296 8 9
36 0 4 0 1
37 6 6 6 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 28 0 5 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 5 5 5 0
