Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 341 81 4 7
1 352 180 7 16
2 10 48 10 1
3 347 624 7 18
4 454 289 10 4
5 458 965 11 60
6 6 42 6 0
7 9 24 9 0
8 4 10 4 0
9 7 7 7 0
10 461 121 7 12
11 7 28 7 0
12 12 29 12 0
13 14 45 14 1
14 15 24 15 0
15 425 1640 8 55
16 6 67 6 3
17 7 96 7 5
18 5 17 5 1
19 500 428 9 17
20 7 18 7 0
21 499 388 13 14
22 501 421 10 18
23 6 16 6 1
24 499 499 12 8
25 4 10 4 0
26 494 294 10 7
27 496 342 10 5
28 11 51 11 1
29 8 30 8 3
30 4 21 4 0
31 496 215 15 12
32 493 413 7 46
33 7 91 7 3
34 0 7 0 0
35 496 423 9 16
36 0 2 0 1
37 295 16 7 1
38 7 0 0 0
39 12 0 7 0
40 2 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 230 5 6 0
48 0 0 0 0
49 7 0 0 0
50 14 0 10 0
51 8 9 8 0
