Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 9 2 1
1 2 7 2 0
2 4 15 4 2
3 244 251 3 10
4 1 15 1 1
5 228 82 3 5
6 2 2 2 0
7 3 6 3 0
8 4 1 4 0
9 1 13 1 0
10 2 6 2 0
11 4 9 4 0
12 4 4 4 1
13 175 187 3 2
14 4 3 4 0
15 246 688 0 24
16 2 0 2 0
17 2 6 2 1
18 199 55 1 0
19 200 69 2 3
20 3 6 3 1
21 1 8 1 0
22 1 0 1 0
23 238 203 3 5
24 4 7 4 0
25 4 9 4 1
26 1 19 1 0
27 2 4 2 0
28 3 5 3 0
29 4 6 4 1
30 239 194 2 8
31 7 8 7 0
32 242 93 3 0
33 147 72 1 6
34 4 6 4 0
35 239 201 0 8
36 1 7 1 0
37 2 6 2 0
38 6 8 6 1
39 2 4 2 0
40 1 7 1 1
41 242 195 2 1
42 243 390 2 13
43 3 24 3 0
44 5 2 5 0
45 3 17 3 0
46 232 188 1 8
47 246 369 2 11
48 0 8 0 1
49 2 0 2 0
50 242 343 1 9
51 3 17 3 0
52 1 14 1 0
53 0 13 0 0
54 3 6 3 0
55 5 3 5 1
56 3 2 3 1
57 1 0 1 0
58 193 93 2 3
59 239 182 0 6
60 2 8 2 0
61 1 4 1 0
62 242 34 3 1
63 245 195 2 8
64 1 3 1 0
65 193 187 1 5
66 3 3 3 0
67 1 2 1 0
68 1 1 1 0
69 8 4 8 0
70 1 8 1 1
71 230 112 5 9
72 3 10 3 0
73 2 3 2 0
74 191 86 2 3
75 1 9 1 1
76 0 0 0 0
77 3 5 3 0
78 1 0 1 0
79 241 260 1 5
80 243 187 1 6
81 244 239 3 6
82 3 6 3 0
83 187 632 0 19
84 243 373 2 13
85 244 156 1 4
86 2 4 2 1
87 1 4 1 0
88 2 0 2 0
89 2 13 2 0
90 2 1 2 0
91 4 9 4 0
92 5 3 5 0
93 122 82 2 0
94 1 3 1 1
95 0 0 0 0
96 3 7 3 0
97 0 4 0 0
