Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 344 2 4
1 242 181 2 1
2 241 418 4 2
3 247 322 3 3
4 243 301 1 1
5 238 364 3 2
6 236 56 2 1
7 3 4 3 0
8 4 1 4 0
9 241 132 1 5
10 243 47 2 0
11 232 322 4 6
12 4 7 4 1
13 180 238 3 0
14 183 322 4 4
15 243 1013 0 17
16 2 0 2 0
17 201 24 2 1
18 197 7 0 0
19 2 7 2 0
20 243 35 3 1
21 1 3 1 0
22 136 105 1 1
23 241 172 3 3
24 242 334 4 5
25 245 87 4 2
26 185 451 1 9
27 184 96 2 1
28 246 100 3 0
29 247 123 4 2
30 242 118 2 1
31 242 128 7 1
32 3 10 3 0
33 147 68 1 1
34 244 114 4 1
35 242 178 0 2
36 144 101 1 2
37 245 371 2 3
38 231 175 7 0
39 245 252 2 2
40 1 3 1 1
41 245 245 2 2
42 2 11 2 0
43 239 337 3 5
44 5 2 5 0
45 240 388 3 6
46 243 103 1 2
47 249 398 2 5
48 0 7 0 1
49 249 106 2 0
50 245 236 1 5
51 239 499 3 4
52 240 221 2 6
53 239 161 0 0
54 240 167 3 2
55 245 173 6 2
56 3 2 3 1
57 245 340 2 6
58 227 65 2 0
59 242 153 0 3
60 238 999 2 10
61 183 82 1 2
62 245 158 3 2
63 248 177 2 2
64 242 77 1 2
65 1 3 1 0
66 245 107 3 2
67 188 265 1 2
68 189 65 1 0
69 243 71 8 2
70 1 5 1 0
71 239 178 5 1
72 231 322 3 3
73 247 154 2 3
74 202 100 2 0
75 239 228 1 5
76 0 0 0 0
77 247 154 3 3
78 232 143 1 3
79 1 13 1 0
80 1 1 1 0
81 247 115 3 1
82 234 199 4 1
83 228 869 0 12
84 246 545 2 9
85 247 142 1 2
86 144 136 2 3
87 178 215 1 4
88 247 227 2 2
89 237 307 2 5
90 241 138 2 1
91 130 60 4 0
92 245 228 5 2
93 2 4 2 0
94 137 251 1 2
95 118 105 0 1
96 3 10 3 0
97 72 37 0 0
