Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 241 322 2 5
1 2 9 2 0
2 4 26 4 2
3 3 8 3 0
4 239 226 1 4
5 3 18 3 1
6 2 4 2 0
7 3 4 3 0
8 4 3 4 0
9 231 196 1 8
10 239 119 2 1
11 235 162 4 2
12 2 4 2 1
13 178 191 3 0
14 182 256 4 5
15 239 957 0 18
16 2 0 2 0
17 2 4 2 1
18 0 5 0 0
19 1 3 1 0
20 240 23 3 2
21 240 136 1 3
22 135 161 1 3
23 3 14 3 0
24 4 11 4 0
25 241 145 4 1
26 1 13 1 0
27 2 4 2 0
28 3 7 3 0
29 243 241 4 2
30 2 16 2 0
31 7 8 7 0
32 3 10 3 0
33 1 3 1 0
34 4 5 4 0
35 237 329 0 7
36 143 88 1 2
37 2 6 2 0
38 225 157 7 1
39 2 3 2 0
40 243 252 1 5
41 241 179 2 4
42 2 13 2 0
43 233 463 3 6
44 4 2 4 0
45 234 323 3 7
46 236 135 1 7
47 2 0 2 0
48 0 9 0 1
49 2 0 2 0
50 1 5 1 0
51 3 22 3 0
52 2 23 2 0
53 0 13 0 0
54 236 256 3 4
55 6 4 6 0
56 231 106 3 5
57 1 0 1 0
58 203 101 2 1
59 240 194 0 4
60 229 649 2 10
61 1 7 1 0
62 242 73 3 2
63 244 157 1 7
64 240 86 1 4
65 198 124 1 0
66 243 113 3 2
67 1 5 1 0
68 187 34 1 0
69 8 5 8 0
70 195 112 1 4
71 5 5 5 0
72 224 286 3 7
73 2 4 2 0
74 188 109 2 1
75 1 6 1 1
76 243 148 0 7
77 243 254 3 4
78 186 162 1 7
79 1 14 1 0
80 1 1 1 0
81 239 137 3 4
82 235 137 4 1
83 207 543 0 11
84 242 411 2 10
85 1 3 1 1
86 143 71 2 5
87 1 1 1 0
88 244 271 2 3
89 233 268 2 5
90 2 2 2 0
91 129 57 4 0
92 243 194 5 6
93 2 6 2 0
94 1 2 1 0
95 114 114 0 1
96 3 7 3 0
97 68 84 0 1
