Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 9 2 1
1 2 13 2 1
2 4 19 4 2
3 2 13 2 0
4 1 18 1 1
5 3 19 3 1
6 2 2 2 0
7 3 8 3 1
8 4 3 4 0
9 1 8 1 0
10 239 47 2 0
11 4 3 4 0
12 225 206 2 10
13 175 182 3 5
14 4 7 4 0
15 0 0 0 0
16 2 0 2 0
17 2 5 2 1
18 0 6 0 0
19 1 3 1 0
20 3 4 3 1
21 240 192 1 5
22 1 0 1 0
23 3 16 3 0
24 238 392 4 4
25 213 164 4 4
26 1 10 1 0
27 183 55 2 1
28 237 60 3 0
29 4 7 4 1
30 2 26 2 0
31 7 11 7 0
32 3 7 3 0
33 1 1 1 0
34 4 5 4 0
35 237 168 0 15
36 1 8 1 0
37 2 6 2 0
38 6 13 6 1
39 2 4 2 0
40 1 6 1 1
41 241 192 2 1
42 242 518 2 11
43 235 256 3 9
44 4 2 4 0
45 236 319 3 8
46 1 2 1 0
47 2 0 2 0
48 240 310 0 23
49 2 0 2 0
50 1 22 1 0
51 229 349 3 9
52 2 24 2 0
53 0 26 0 0
54 3 7 3 0
55 6 7 6 1
56 223 93 3 3
57 1 0 1 0
58 201 92 2 5
59 237 414 0 9
60 2 18 2 1
61 1 3 1 0
62 3 0 3 0
63 244 249 1 13
64 1 2 1 0
65 187 174 1 6
66 3 2 3 0
67 1 4 1 0
68 184 42 1 2
69 239 207 8 5
70 1 9 1 1
71 5 4 5 0
72 3 15 3 0
73 2 8 2 0
74 2 10 2 0
75 1 14 1 0
76 0 0 0 0
77 243 220 3 2
78 1 0 1 0
79 1 24 1 0
80 1 1 1 0
81 241 194 3 10
82 3 13 3 0
83 0 35 0 0
84 242 386 2 14
85 243 165 1 5
86 2 7 2 0
87 1 5 1 0
88 2 0 2 0
89 227 240 2 8
90 226 160 2 6
91 127 48 4 0
92 5 3 5 0
93 2 13 2 0
94 1 6 1 0
95 108 76 0 6
96 3 7 3 0
97 0 6 0 0
