Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 41 4 0
1 6 41 6 0
2 10 133 10 2
3 266 213 7 7
4 331 385 10 11
5 359 599 10 34
6 6 95 6 4
7 7 31 7 0
8 252 77 4 1
9 281 121 7 4
10 6 50 6 4
11 258 35 5 12
12 12 91 12 3
13 407 408 9 37
14 354 309 12 9
15 7 55 7 5
16 4 122 4 2
17 7 169 7 5
18 419 297 5 10
19 9 77 9 1
20 388 321 7 26
21 13 78 13 2
22 393 177 9 9
23 1 1 1 1
24 12 71 12 2
25 1 12 1 2
26 373 180 9 12
27 9 81 9 5
28 10 96 10 6
29 355 83 8 3
30 27 2 0 0
31 375 275 13 20
32 407 486 7 30
33 5 97 5 4
34 6 7 0 0
35 8 77 8 3
36 1 0 1 0
37 13 3 1 1
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 6 5 6 0
45 0 0 0 0
46 0 0 0 0
47 5 5 5 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 5 12 5 0
