Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 244 287 2 7
1 2 7 2 0
2 4 38 4 1
3 246 364 3 4
4 242 397 1 3
5 236 338 3 2
6 232 40 2 0
7 3 4 3 0
8 242 97 4 5
9 239 417 1 3
10 2 5 2 0
11 4 9 4 0
12 223 278 3 7
13 179 243 3 2
14 4 10 4 0
15 247 738 0 12
16 243 390 2 4
17 2 5 2 1
18 0 4 0 0
19 1 4 1 0
20 241 13 3 0
21 241 94 1 0
22 135 59 1 0
23 3 22 3 0
24 4 20 4 0
25 4 12 4 1
26 187 256 1 9
27 185 87 2 1
28 3 9 3 0
29 246 162 4 3
30 241 116 2 1
31 240 103 7 1
32 244 146 3 1
33 147 101 1 1
34 242 188 4 3
35 0 23 0 0
36 144 91 1 2
37 242 355 2 3
38 6 10 6 0
39 241 214 2 1
40 245 138 1 4
41 244 167 2 1
42 245 282 2 7
43 237 316 3 2
44 247 163 5 0
45 238 188 3 6
46 241 152 1 1
47 248 338 2 4
48 241 296 0 8
49 248 131 2 1
50 244 367 1 2
51 234 303 3 2
52 238 273 2 6
53 0 14 0 0
54 3 3 3 0
55 6 6 6 0
56 233 103 3 3
57 242 274 2 3
58 213 77 2 1
59 242 227 0 2
60 231 517 2 7
61 182 62 1 1
62 243 123 3 1
63 247 223 2 3
64 240 81 1 0
65 193 144 1 1
66 244 87 3 0
67 189 155 1 1
68 1 1 1 0
69 8 6 8 0
70 190 133 1 4
71 5 7 5 0
72 221 346 3 2
73 246 343 2 6
74 198 115 2 1
75 237 243 1 4
76 243 184 0 3
77 246 211 3 0
78 1 0 1 0
79 1 18 1 0
80 1 2 1 0
81 3 0 3 0
82 4 15 4 0
83 189 518 0 15
84 245 540 2 13
85 246 211 1 3
86 142 77 2 1
87 177 213 1 5
88 245 249 2 3
89 236 225 2 3
90 2 2 2 0
91 4 16 4 0
92 245 255 5 3
93 2 25 2 0
94 135 154 1 4
95 113 115 0 1
96 229 100 3 2
97 69 43 0 2
