Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 327 154 4 6
1 8 23 8 0
2 458 417 9 27
3 7 29 7 1
4 433 286 10 10
5 436 867 11 42
6 7 45 7 0
7 8 26 8 0
8 4 27 4 0
9 7 14 7 0
10 8 45 8 3
11 6 65 6 0
12 454 243 12 12
13 12 41 12 1
14 430 436 14 11
15 408 846 7 29
16 7 54 7 2
17 463 1026 7 42
18 480 274 5 12
19 8 40 8 0
20 484 480 6 26
21 477 336 13 14
22 462 246 9 11
23 3 13 3 1
24 477 371 12 8
25 145 24 4 5
26 10 62 10 2
27 475 342 9 8
28 433 156 10 18
29 8 40 8 3
30 83 3 4 0
31 474 315 15 5
32 7 85 7 1
33 5 87 5 4
34 0 3 0 0
35 9 62 9 3
36 7 0 2 0
37 8 12 8 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 4 0 0 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 55 3 6 0
