Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 245 382 2 2
1 240 181 2 3
2 241 450 4 4
3 247 370 3 3
4 243 413 1 3
5 237 379 3 1
6 234 33 2 0
7 242 77 3 0
8 243 98 4 3
9 240 390 1 3
10 242 90 2 0
11 238 302 4 3
12 241 646 4 5
13 179 281 3 2
14 182 274 4 2
15 248 831 0 14
16 244 406 2 5
17 199 58 2 1
18 162 13 0 0
19 199 152 1 1
20 242 24 3 0
21 242 152 1 1
22 135 71 1 0
23 240 143 3 2
24 241 353 4 2
25 245 127 4 3
26 186 312 1 7
27 185 114 2 0
28 246 68 3 1
29 247 147 4 0
30 242 108 2 0
31 241 106 7 0
32 245 129 3 0
33 147 104 1 1
34 244 163 4 1
35 243 162 0 4
36 144 127 1 3
37 245 350 2 5
38 209 189 6 2
39 245 252 2 1
40 247 201 1 2
41 245 248 2 1
42 246 314 2 9
43 238 357 3 3
44 248 163 5 1
45 239 278 3 3
46 241 149 1 2
47 250 423 2 4
48 245 340 0 6
49 249 133 2 0
50 245 392 1 2
51 238 355 3 3
52 239 245 2 4
53 238 175 0 2
54 239 210 3 3
55 245 284 6 3
56 235 130 3 2
57 243 308 2 3
58 219 95 2 1
59 243 210 0 2
60 234 592 2 6
61 182 78 1 0
62 244 177 3 1
63 248 201 2 3
64 241 73 1 1
65 193 132 1 1
66 245 110 3 0
67 188 272 1 1
68 189 70 1 0
69 242 106 8 1
70 201 150 1 3
71 236 155 5 2
72 226 328 3 1
73 247 308 2 3
74 197 144 2 0
75 238 241 1 3
76 244 193 0 2
77 247 186 3 0
78 194 164 1 3
79 242 236 1 2
80 246 178 1 0
81 247 165 3 2
82 238 190 4 2
83 190 600 0 12
84 246 565 2 9
85 247 209 1 2
86 142 132 2 2
87 177 248 1 2
88 247 235 2 3
89 237 256 2 2
90 241 164 2 2
91 129 82 4 0
92 246 248 5 2
93 121 52 2 0
94 136 177 1 2
95 113 117 0 0
96 223 146 3 1
97 68 47 0 1
