Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 24 2 2
1 5 12 5 2
2 9 63 9 2
3 7 9 7 1
4 9 34 9 5
5 304 83 8 49
6 6 58 6 1
7 4 13 4 1
8 4 14 4 1
9 7 10 7 1
10 372 87 6 26
11 7 49 7 0
12 12 16 12 1
13 8 12 8 2
14 12 28 12 0
15 7 25 7 3
16 4 32 4 5
17 5 39 5 6
18 4 27 4 2
19 8 29 8 1
20 5 17 5 1
21 13 29 13 1
22 9 32 9 2
23 1 1 1 1
24 12 36 12 1
25 2 9 2 2
26 7 32 7 1
27 394 138 8 15
28 11 56 11 3
29 7 21 7 4
30 0 1 0 0
31 13 30 13 0
32 6 58 6 3
33 401 556 6 93
34 0 6 0 1
35 7 33 7 2
36 0 2 0 2
37 1 2 1 2
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 4 5 4 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 40 1 0 1
