Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 354 2 8
1 239 150 2 4
2 239 485 4 5
3 245 423 3 6
4 241 452 1 1
5 2 23 2 1
6 232 58 2 2
7 3 3 3 0
8 239 69 4 2
9 236 363 1 5
10 2 6 2 0
11 4 6 4 0
12 4 4 4 1
13 178 125 3 1
14 181 300 4 4
15 0 0 0 0
16 242 422 2 7
17 145 35 1 2
18 0 3 0 0
19 2 3 2 0
20 239 33 3 1
21 1 3 1 0
22 135 103 1 2
23 238 143 3 4
24 4 9 4 0
25 4 11 4 1
26 1 17 1 0
27 2 4 2 0
28 244 72 3 0
29 245 204 4 3
30 2 9 2 0
31 7 4 7 0
32 243 149 3 2
33 1 1 1 0
34 4 4 4 0
35 0 21 0 0
36 1 8 1 0
37 2 8 2 0
38 6 7 6 0
39 240 207 2 7
40 244 177 1 2
41 243 335 2 4
42 244 317 2 10
43 3 24 3 0
44 246 102 5 1
45 3 14 3 0
46 238 158 1 3
47 247 355 2 6
48 238 274 0 12
49 2 0 2 0
50 243 304 1 5
51 3 24 3 0
52 237 243 2 4
53 0 8 0 0
54 3 2 3 0
55 5 5 5 0
56 233 58 3 6
57 2 0 2 0
58 216 76 2 3
59 241 155 0 2
60 230 868 2 15
61 1 4 1 0
62 3 0 3 0
63 246 259 2 7
64 239 38 1 2
65 1 3 1 0
66 245 153 3 3
67 1 4 1 0
68 189 34 1 0
69 8 5 8 0
70 1 6 1 0
71 236 102 5 5
72 223 262 3 7
73 2 4 2 0
74 194 79 2 3
75 1 11 1 1
76 0 0 0 0
77 3 3 3 0
78 1 0 1 0
79 242 258 1 2
80 244 114 1 0
81 3 0 3 0
82 4 12 4 0
83 187 703 0 18
84 2 3 2 0
85 245 133 1 5
86 2 4 2 0
87 176 158 1 3
88 2 0 2 0
89 234 277 2 7
90 2 1 2 0
91 4 8 4 0
92 244 217 5 2
93 122 46 2 2
94 135 230 1 6
95 0 0 0 0
96 245 170 3 4
97 0 3 0 0
