Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 1 7 1 1
1 2 7 2 0
2 4 17 4 2
3 2 11 2 0
4 1 15 1 2
5 2 15 2 2
6 2 2 2 0
7 3 7 3 0
8 4 1 4 0
9 1 10 1 0
10 2 10 2 0
11 4 3 4 0
12 206 349 2 11
13 171 186 3 5
14 176 226 4 14
15 204 497 0 25
16 2 0 2 0
17 2 4 2 1
18 193 5 0 1
19 1 6 1 0
20 3 2 3 0
21 1 6 1 0
22 1 0 1 0
23 3 27 3 0
24 229 289 4 15
25 4 6 4 1
26 1 14 1 1
27 180 60 2 4
28 2 6 2 1
29 3 5 3 1
30 2 15 2 0
31 7 14 7 0
32 3 16 3 1
33 1 1 1 0
34 4 5 4 0
35 224 203 0 11
36 1 12 1 0
37 2 5 2 0
38 187 104 6 6
39 2 5 2 0
40 1 5 1 1
41 2 17 2 0
42 2 21 2 1
43 3 26 3 0
44 4 2 4 0
45 3 14 3 0
46 1 4 1 0
47 2 0 2 0
48 0 7 0 1
49 236 157 2 12
50 1 15 1 1
51 3 14 3 0
52 2 21 2 0
53 0 13 0 0
54 206 214 3 8
55 4 3 4 1
56 3 2 3 1
57 1 0 1 0
58 2 3 2 0
59 0 12 0 0
60 2 11 2 0
61 1 5 1 0
62 229 41 3 2
63 236 184 1 7
64 1 2 1 0
65 1 4 1 0
66 3 2 3 0
67 1 3 1 0
68 1 1 1 0
69 8 4 8 0
70 1 7 1 1
71 5 4 5 0
72 3 13 3 1
73 201 228 1 13
74 2 8 2 0
75 1 17 1 2
76 0 0 0 0
77 219 130 3 9
78 1 0 1 0
79 1 10 1 0
80 1 2 1 0
81 233 162 3 10
82 3 7 3 0
83 0 22 0 0
84 2 2 2 0
85 220 145 1 9
86 2 8 2 1
87 163 258 1 9
88 2 0 2 0
89 225 162 2 10
90 2 3 2 0
91 124 33 4 1
92 5 2 5 0
93 2 11 2 0
94 1 2 1 1
95 0 0 0 0
96 3 5 3 0
97 0 3 0 0
