Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 2 12 2 1
1 240 183 2 3
2 238 353 4 3
3 3 11 3 0
4 1 25 1 0
5 237 357 3 2
6 225 40 2 0
7 3 5 3 0
8 4 1 4 0
9 240 270 1 3
10 241 71 2 0
11 236 243 4 2
12 234 637 3 6
13 3 14 3 0
14 182 228 4 3
15 248 755 0 13
16 244 420 2 4
17 199 62 2 1
18 149 13 0 0
19 199 143 1 1
20 242 18 3 0
21 242 121 1 2
22 136 58 1 0
23 240 196 3 3
24 4 19 4 0
25 243 100 4 1
26 185 290 1 8
27 185 86 2 1
28 244 67 3 1
29 245 189 4 1
30 242 95 2 3
31 241 157 7 0
32 245 181 3 1
33 147 111 1 2
34 244 228 4 6
35 242 141 0 1
36 144 90 1 3
37 2 13 2 0
38 206 210 6 2
39 245 247 2 0
40 247 271 1 1
41 245 215 2 2
42 246 362 2 5
43 238 401 3 3
44 5 2 5 0
45 238 234 3 5
46 241 206 1 3
47 249 404 2 4
48 245 364 0 9
49 248 141 2 0
50 245 367 1 3
51 3 31 3 0
52 238 198 2 3
53 238 182 0 2
54 3 5 3 0
55 244 271 6 6
56 3 3 3 1
57 243 347 2 4
58 2 4 2 0
59 243 245 0 3
60 233 531 2 10
61 180 82 1 1
62 244 106 3 1
63 248 195 2 2
64 241 65 1 2
65 192 157 1 1
66 245 112 3 1
67 188 265 1 1
68 189 77 1 2
69 240 93 8 1
70 198 140 1 3
71 5 5 5 0
72 224 380 3 1
73 245 310 2 4
74 195 116 2 1
75 236 286 1 4
76 244 173 0 4
77 246 188 3 1
78 189 183 1 1
79 242 261 1 2
80 239 174 1 2
81 3 0 3 0
82 4 17 4 0
83 190 544 0 13
84 246 569 2 10
85 1 6 1 1
86 2 5 2 0
87 177 235 1 2
88 247 287 2 4
89 2 16 2 0
90 227 121 2 1
91 130 101 4 1
92 246 244 5 3
93 123 56 2 1
94 137 177 1 3
95 115 117 0 1
96 198 133 3 2
97 69 56 0 2
