Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 22 4 1
1 9 18 9 0
2 517 999 12 29
3 7 10 7 0
4 10 42 10 2
5 11 62 11 4
6 6 35 6 0
7 485 106 8 4
8 354 134 4 5
9 7 13 7 1
10 471 155 6 17
11 9 39 9 0
12 14 44 14 3
13 525 782 15 52
14 16 31 16 0
15 468 1179 8 66
16 6 42 6 1
17 7 106 7 5
18 5 27 5 0
19 523 544 9 43
20 7 13 7 0
21 13 25 13 2
22 11 30 11 1
23 28 1 1 1
24 523 450 13 14
25 2 20 2 1
26 11 39 11 4
27 521 311 11 15
28 477 474 11 20
29 523 59 9 8
30 3 30 3 0
31 15 29 15 1
32 515 1059 8 52
33 7 59 7 3
34 0 6 0 0
35 9 40 9 1
36 2 7 2 0
37 466 37 10 1
38 0 7 0 0
39 8 6 7 0
40 2 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 11 5 11 0
45 0 0 0 0
46 0 0 0 0
47 8 0 0 0
48 4 0 0 0
49 7 0 7 0
50 9 5 9 0
51 475 9 8 1
