Number of messages: 281
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 243 293 2 6
1 242 224 2 3
2 4 27 4 2
3 245 390 3 8
4 1 20 1 1
5 3 21 3 1
6 2 3 2 0
7 3 5 3 0
8 4 1 4 0
9 239 263 1 6
10 242 52 2 1
11 4 12 4 0
12 242 699 4 10
13 180 168 3 1
14 182 323 4 3
15 0 0 0 0
16 245 407 2 7
17 196 5 2 1
18 196 3 0 0
19 1 7 1 0
20 3 4 3 1
21 242 162 1 4
22 1 0 1 0
23 241 272 3 1
24 240 429 4 3
25 243 110 4 2
26 1 15 1 0
27 2 3 2 0
28 3 5 3 0
29 245 201 4 4
30 242 114 2 1
31 7 9 7 0
32 3 8 3 0
33 145 64 1 2
34 244 143 4 2
35 242 169 0 4
36 1 11 1 0
37 245 370 2 4
38 201 211 6 3
39 2 6 2 0
40 246 161 1 4
41 2 8 2 0
42 2 16 2 0
43 3 23 3 0
44 246 95 5 0
45 237 238 3 3
46 240 180 1 2
47 247 213 2 5
48 245 417 0 8
49 247 112 2 1
50 1 12 1 0
51 237 297 3 6
52 237 234 2 3
53 238 179 0 0
54 3 4 3 0
55 245 263 6 4
56 3 2 3 1
57 2 0 2 0
58 210 87 2 0
59 243 201 0 3
60 230 690 2 14
61 179 70 1 4
62 245 120 3 1
63 2 0 2 0
64 242 96 1 0
65 1 2 1 0
66 245 120 3 0
67 187 157 1 1
68 1 1 1 0
69 8 4 8 0
70 187 186 1 5
71 5 5 5 0
72 3 11 3 0
73 2 3 2 0
74 200 130 2 2
75 1 14 1 1
76 245 208 0 10
77 3 3 3 0
78 200 164 1 2
79 242 229 1 6
80 246 193 1 2
81 3 0 3 0
82 235 168 4 6
83 187 721 0 16
84 245 658 2 12
85 1 2 1 0
86 2 4 2 0
87 1 2 1 0
88 247 202 2 3
89 237 257 2 6
90 240 89 2 0
91 130 71 4 0
92 246 190 5 2
93 123 62 2 0
94 135 178 1 4
95 116 83 0 2
96 201 113 3 1
97 0 7 0 0
