Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 4 19 4 0
1 7 13 7 0
2 497 283 10 34
3 7 9 7 0
4 10 31 10 2
5 11 34 11 1
6 6 43 6 1
7 8 20 8 0
8 4 14 4 1
9 6 7 6 1
10 6 19 6 1
11 7 50 7 0
12 12 41 12 1
13 505 604 15 45
14 16 22 16 0
15 8 29 8 2
16 6 30 6 0
17 496 710 7 77
18 5 26 5 0
19 9 26 9 1
20 510 380 7 28
21 13 26 13 3
22 10 14 10 0
23 1 8 1 1
24 12 25 12 2
25 3 8 3 1
26 10 29 10 2
27 11 25 11 1
28 11 43 11 3
29 8 25 8 3
30 3 19 3 0
31 15 28 15 0
32 497 317 8 42
33 504 610 7 73
34 2 4 2 0
35 9 34 9 2
36 30 2 0 2
37 3 10 3 1
38 7 0 0 0
39 7 0 7 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 350 5 10 0
45 0 0 0 0
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 9 5 9 0
51 8 16 8 0
