Number of messages: 822
Host  receved_Messages Transfered_Messages  receved_messages(destiny) direct_Delivery
0 335 163 4 1
1 338 245 8 2
2 477 498 9 13
3 341 336 7 8
4 448 291 10 8
5 451 1129 11 34
6 448 466 7 15
7 232 25 8 1
8 305 53 4 1
9 339 135 7 3
10 457 292 8 9
11 448 124 6 5
12 479 342 12 8
13 485 782 12 25
14 446 437 14 8
15 7 81 7 2
16 474 182 6 5
17 476 1303 7 43
18 5 41 5 1
19 484 323 9 8
20 491 412 7 5
21 13 56 13 1
22 10 14 10 0
23 187 19 3 2
24 484 342 12 4
25 190 205 4 4
26 479 351 10 9
27 482 316 9 3
28 449 189 11 13
29 484 285 8 8
30 85 2 4 0
31 481 385 15 6
32 8 72 8 0
33 485 2053 6 56
34 1 5 1 0
35 481 357 9 9
36 7 0 5 0
37 7 17 7 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0 0
42 0 0 0 0
43 0 0 0 0
44 37 5 9 0
45 0 0 0 0
46 0 0 0 0
47 6 5 6 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 2 6 2 0
